equipment_id,timestamp,value_ISO,value_DEMO,value_ACC,value_P2P,valueTEMP,efficiency_score,efficiency_normalized,vibration_severity,seal_condition_score,temp_above_threshold,iso_roll_mean_30d,iso_roll_std_30d,temp_roll_mean_30d,iso_roll_mean_7d,vibration_roll_mean_7d,health_index,rul_days,is_anomaly,operating_speed_rpm,load_percent,operating_mode
PUMP-001,2022-12-07 12:34:11,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.3504464585714286,0.002214635584038446,24.357142857142858,0.3504464585714286,0.01322082176559273,0.8047856990785015,1825.0,False,,,
PUMP-002,2022-12-07 12:34:16,0.279296875,0.00023365,0.009887695,0.033447266,25.0,1195.359210959936,0.9564145945416561,0.010438089309915516,0.6356279839929163,False,0.27783203125,0.0020216764433858003,25.0,0.27783203125,0.010438089309915516,0.8523376208658386,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:16,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.35107424875,0.0027123635735524032,24.4375,0.35107424875,0.013226180504719715,0.8047757445187111,1825.0,False,,,
PUMP-002,2022-12-07 12:34:21,0.279296875,0.00023365,0.009887695,0.033447266,25.0,1195.359210959936,0.9564145945416561,0.010438089309915516,0.6356279839929163,False,0.2779947916666667,0.0019531249999999965,25.0,0.2779947916666667,0.010438089309915516,0.8523389918947063,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:21,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.35156253,0.002929687500000005,24.5,0.35156253,0.013230348412929591,0.8047713980401823,1825.0,False,,,
PUMP-002,2022-12-07 12:34:26,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.278515625,0.002470529422006537,25.0,0.278515625,0.010450436256421811,0.8451382988166939,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:26,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.351953155,0.0030257682392245506,24.55,0.351953155,0.013233682739497493,0.8047694764253978,1825.0,False,,,
PUMP-002,2022-12-07 12:34:31,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.27894176136363635,0.002736910350567839,25.0,0.27894176136363635,0.010460538303563322,0.8451329711981227,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:31,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.3522727572727273,0.00305995879609626,24.59090909090909,0.3522727572727273,0.013236410824871231,0.8047687926142604,1825.0,False,,,
PUMP-002,2022-12-07 12:34:36,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.279296875,0.002884956819828091,25.0,0.279296875,0.010468956676181251,0.8451300102687375,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:36,0.35546878,0.000333786,0.012573243,0.042236332,25.0,1064.9569336133522,0.8516724498738115,0.013263691678608608,0.6356279839929163,False,0.3525390925,0.003059958796096263,24.625,0.3525390925,0.013238684229349346,0.8047687926142604,1825.0,False,,,
PUMP-001,2022-12-07 12:34:41,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.35276445307692306,0.0030402804003678134,24.653846153846153,0.35276445307692306,0.013245059569135003,0.80078694367137,1825.0,False,,,
PUMP-002,2022-12-07 12:34:41,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.2795973557692308,0.0029670098645029055,25.0,0.2795973557692308,0.010476079914550266,0.845128369207844,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:46,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.3529576192857143,0.0030090972129673743,24.678571428571427,0.3529576192857143,0.013250524146094138,0.8007875673351181,1825.0,False,,,
PUMP-002,2022-12-07 12:34:46,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.2798549107142857,0.0030090972129673296,25.0,0.2798549107142857,0.010482185547437992,0.8451275274608747,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:51,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.35312503,0.00297124542677996,24.7,0.35312503,0.013255260112792057,0.8007883243708418,1825.0,False,,,
PUMP-002,2022-12-07 12:34:51,0.283203125,0.00024128,0.010009766,0.033691406,25.0,1173.748140135361,0.9390560793930403,0.010561558774978453,0.6356279839929163,False,0.280078125,0.003025768239224518,25.0,0.280078125,0.010487477095940691,0.8451271940403495,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:34:56,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.2803955078125,0.0031869470453282415,25.0625,0.2803955078125,0.010493087041309176,0.8318726880685022,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:34:56,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.353271514375,0.00292968750000002,24.71875,0.353271514375,0.013259404083652735,0.8007891555293775,1825.0,False,,,
PUMP-001,2022-12-07 12:35:01,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.3534007652941176,0.0028862823226868716,24.735294117647058,0.3534007652941176,0.013263060528529803,0.8007900236329237,1825.0,False,,,
PUMP-002,2022-12-07 12:35:01,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.28067555147058826,0.003294701452373339,25.11764705882353,0.28067555147058826,0.010498036993104901,0.8318705329803613,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:06,0.35546878,0.000337601,0.012634278,0.042236332,25.0,1052.9226130176953,0.8420062034365706,0.0133215636465629,0.6356279839929163,False,0.353515655,0.0028422143558945504,24.75,0.353515655,0.013266310701753863,0.8007909049922596,1825.0,False,,,
PUMP-002,2022-12-07 12:35:06,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.2809244791666667,0.0033662879880476822,25.166666666666668,0.2809244791666667,0.010502436950256653,0.8318691012496477,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:11,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.35361845105263157,0.002798243747700723,24.763157894736842,0.35361845105263157,0.013274737793063946,0.7986818922469336,1825.0,False,,,
PUMP-002,2022-12-07 12:35:11,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.2811472039473684,0.0034124573751434474,25.210526315789473,0.2811472039473684,0.010506373754024013,0.8318681778619059,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:16,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.3537109675,0.0027548574959861227,24.775,0.3537109675,0.013282322175243017,0.7986827599719679,1825.0,False,,,
PUMP-002,2022-12-07 12:35:16,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.28134765625,0.0034402907145257592,25.25,0.28134765625,0.010509916877414635,0.8318676211951183,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:21,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.35379467285714283,0.0027123635735524236,24.785714285714285,0.35379467285714283,0.013289184235309797,0.7986836098504166,1825.0,False,,,
PUMP-002,2022-12-07 12:35:21,0.28515625,0.00025177,0.010009766,0.034179688,26.0,1132.601649912023,0.9060062606380167,0.01057723622183647,0.6356279839929163,False,0.28152901785714285,0.0034546422208216847,25.285714285714285,0.28152901785714285,0.010513122560482343,0.8318673341649924,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:35:26,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.28160511363636365,0.003390226145820518,25.318181818181817,0.28160511363636365,0.01052010796188482,0.8540699231727245,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:26,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.35387076863636363,0.002670951010772792,24.795454545454547,0.35387076863636363,0.013295422471734143,0.7986844381016722,1825.0,False,,,
PUMP-001,2022-12-07 12:35:32,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.35394024739130436,0.0026307290539739313,24.804347826086957,0.35394024739130436,0.013301118252817242,0.7986852425408082,1825.0,False,,,
PUMP-002,2022-12-07 12:35:32,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.2816745923913043,0.0033289973387731387,25.347826086956523,0.2816745923913043,0.010526485937078387,0.8540711477488654,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:35:37,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.28173828125,0.00327073966925452,25.375,0.28173828125,0.010532332414339157,0.8540723129022557,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:37,0.35546878,0.000339508,0.012695313,0.043701176,25.0,1047.0084150935616,0.837255781993259,0.013426425436645404,0.6356279839929163,False,0.35400393625,0.002591753135535328,24.8125,0.35400393625,0.013306339385476748,0.7986860220591769,1825.0,False,,,
PUMP-001,2022-12-07 12:35:42,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.35406253,0.0025540423497308895,24.82,0.35406253,0.013310196411140842,0.7987340970940258,1825.0,False,,,
PUMP-002,2022-12-07 12:35:42,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.281796875,0.0032152495377254287,25.4,0.281796875,0.010537711173419064,0.8540734227048863,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:47,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.3541166165384615,0.0025175913540449063,24.826923076923077,0.3541166165384615,0.013313756742523082,0.7987348261139394,1825.0,False,,,
PUMP-002,2022-12-07 12:35:47,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.28185096153846156,0.0031623370473372004,25.423076923076923,0.28185096153846156,0.01054267618180052,0.8540744809546941,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:52,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.35416669666666667,0.002482378551961909,24.833333333333332,0.35416669666666667,0.013317053345654785,0.7987355303699811,1825.0,False,,,
PUMP-002,2022-12-07 12:35:52,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.2819010416666667,0.003111826198498766,25.444444444444443,0.2819010416666667,0.010547273411783346,0.8540754911716708,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:35:57,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.28194754464285715,0.0030635545186012726,25.464285714285715,0.28194754464285715,0.010551542268195973,0.8540764566052688,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:35:57,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.35421319964285713,0.002448371759875057,24.839285714285715,0.35421319964285713,0.013320114477134225,0.7987362105058229,1825.0,False,,,
PUMP-002,2022-12-07 12:36:02,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.2819908405172414,0.0030173723808482413,25.482758620689655,0.2819908405172414,0.010555516720718071,0.8540773802480238,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:02,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.35425649551724137,0.002415532150751305,24.844827586206897,0.35425649551724137,0.013322964496097841,0.7987368672980053,1825.0,False,,,
PUMP-001,2022-12-07 12:36:07,0.35546878,0.000339508,0.012695313,0.042968754,25.0,1047.0084150935616,0.837255781993259,0.013402765027079083,0.6356279839929163,False,0.354296905,0.002383817004916933,24.85,0.354296905,0.013325624513797214,0.798737501600922,1825.0,False,,,
PUMP-002,2022-12-07 12:36:07,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.28203125,0.0029731421683881995,25.5,0.28203125,0.010559226209738698,0.854078264852273,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:36:12,0.283203125,0.000235558,0.010070801,0.03515625,26.0,1202.2598372382292,0.9619573382010993,0.010666801391336862,0.6356279839929163,False,0.2820690524193548,0.0029307373790876004,25.516129032258064,0.2820690524193548,0.010562696376887025,0.854079112948059,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:12,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.35439771145161286,0.0024100174737520927,24.85483870967742,0.35439771145161286,0.013328366045648668,0.7949634509376587,1825.0,False,,,
PUMP-002,2022-12-07 12:36:17,0.283203125,0.000235558,0.010131836,0.034423828,26.0,1202.2598372382292,0.9619573382010993,0.010700658861613702,0.6356279839929163,False,0.2821044921875,0.0028900417281522064,25.53125,0.2821044921875,0.010567007704534734,0.8540122119205242,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:17,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.3544922175,0.0024303555345244515,24.859375,0.3544922175,0.013330936231759405,0.7949630441764434,1825.0,False,,,
PUMP-001,2022-12-07 12:36:22,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.3545809959090909,0.002445841142392755,24.863636363636363,0.3545809959090909,0.013333350649014947,0.794962734464286,1825.0,False,,,
PUMP-002,2022-12-07 12:36:22,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2821377840909091,0.00285094828184148,25.545454545454547,0.2821377840909091,0.010571057739597734,0.8571673108364662,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:36:27,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2821691176470588,0.002813358640469825,25.558823529411764,0.2821691176470588,0.010574869537304086,0.8571680626292937,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:27,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.3546645520588235,0.002457282519984517,24.86764705882353,0.3546645520588235,0.013335623041726042,0.7949625056367341,1825.0,False,,,
PUMP-001,2022-12-07 12:36:32,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.35474333357142857,0.002465333770783504,24.87142857142857,0.35474333357142857,0.013337765583425077,0.7949623446117182,1825.0,False,,,
PUMP-002,2022-12-07 12:36:32,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.28219866071428573,0.0027771821794872914,25.571428571428573,0.28219866071428573,0.010578463517998645,0.8571687861585133,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:36:37,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2822265625,0.0027423353516306827,25.583333333333332,0.2822265625,0.010581857833099065,0.8571694830950705,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:37,0.357421905,0.00034523,0.012695313,0.043212894,25.0,1035.3123126254593,0.8278612002291086,0.01341061200119224,0.6356279839929163,False,0.3548177383333333,0.0024705294220065594,24.875,0.3548177383333333,0.01333978909502972,0.7949622406986937,1825.0,False,,,
PUMP-001,2022-12-07 12:36:42,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.35483533405405404,0.002438325054550733,24.87837837837838,0.35483533405405404,0.013341916385392831,0.7968260022560067,1825.0,False,,,
PUMP-002,2022-12-07 12:36:42,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2822529560810811,0.0027087410496339846,25.594594594594593,0.2822529560810811,0.01058506867170757,0.8571701549811104,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:47,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.35485200368421055,0.002407343163964398,24.88157894736842,0.35485200368421055,0.01334393171310525,0.7968266218938185,1825.0,False,,,
PUMP-002,2022-12-07 12:36:47,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.28227796052631576,0.0026763280269539056,25.605263157894736,0.28227796052631576,0.010588110518810362,0.857170803241564,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:36:52,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2823016826923077,0.002645030372867773,25.615384615384617,0.2823016826923077,0.010590996373754036,0.8571714291946457,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:36:52,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.3548678184615384,0.0023775086467262654,24.884615384615383,0.3548678184615384,0.013345843690678571,0.7968272185841632,1825.0,False,,,
PUMP-001,2022-12-07 12:36:57,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.3548828425,0.0023487526737815995,24.8875,0.3548828425,0.013347660069373227,0.7968277937036221,1825.0,False,,,
PUMP-002,2022-12-07 12:36:57,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.28232421875,0.002614787037791916,25.625,0.28232421875,0.010593737935950528,0.8571720340613472,900.9233479004257,False,,,
PUMP-002,2022-12-07 12:37:02,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.2823456554878049,0.002585541404525524,25.634146341463413,0.2823456554878049,0.010596345763405728,0.8571726189740125,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:02,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.35489713365853653,0.0023210120357801548,24.890243902439025,0.35489713365853653,0.013349387844229118,0.7968283485163822,1825.0,False,,,
PUMP-001,2022-12-07 12:37:07,0.35546878,0.000341415,0.012695313,0.043457035,25.0,1041.1602853996296,0.8325584280903812,0.013418498838464802,0.6356279839929163,False,0.3549107442857143,0.0022942285694490783,24.892857142857142,0.3549107442857143,0.013351033344091875,0.7968288841857087,1825.0,False,,,
PUMP-002,2022-12-07 12:37:07,0.283203125,0.00023365,0.010131836,0.034423828,26.0,1212.0775216027323,0.9698431308186386,0.010700658861613702,0.6356279839929163,False,0.28236607142857145,0.0025572409012029995,25.642857142857142,0.28236607142857145,0.010598829408601155,0.857173184984079,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:12,0.35546878,0.000337601,0.012695313,0.043212894,25.0,1052.9226130176953,0.8420062034365706,0.01341061200119224,0.6356279839929163,False,0.3549237218604651,0.0022683486535581107,24.8953488372093,0.3549237218604651,0.013352418894257,0.8006242855970476,1825.0,False,,,
PUMP-002,2022-12-07 12:37:12,0.283203125,0.000236511,0.010131836,0.034667969,26.0,1197.4154588350698,0.9580662207002836,0.010708537784251668,0.6356279839929163,False,0.2823855377906977,0.002529836651943529,25.651162790697676,0.2823855377906977,0.010601380766174423,0.8524472111764462,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:17,0.35546878,0.000337601,0.012695313,0.043212894,25.0,1052.9226130176953,0.8420062034365706,0.01341061200119224,0.6356279839929163,False,0.3549361095454545,0.002243322764774534,24.897727272727273,0.3549361095454545,0.013353741464869163,0.8006247861148232,1825.0,False,,,
PUMP-002,2022-12-07 12:37:17,0.283203125,0.000236511,0.010131836,0.034667969,26.0,1197.4154588350698,0.9580662207002836,0.010708537784251668,0.6356279839929163,False,0.2824041193181818,0.002503283161460034,25.65909090909091,0.2824041193181818,0.010603816152948906,0.8524477422462559,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:22,0.35546878,0.000337601,0.012695313,0.043212894,25.0,1052.9226130176953,0.8420062034365706,0.01341061200119224,0.6356279839929163,False,0.3549479466666667,0.002219105085222739,24.9,0.3549479466666667,0.013355005254565233,0.8006252704684143,1825.0,False,,,
PUMP-002,2022-12-07 12:37:22,0.283203125,0.000236511,0.010131836,0.034667969,26.0,1197.4154588350698,0.9580662207002836,0.010708537784251668,0.6356279839929163,False,0.282421875,0.0024775380301926666,25.666666666666668,0.282421875,0.01060614330031119,0.8524482571488812,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:27,0.35546878,0.000337601,0.012695313,0.043212894,25.0,1052.9226130176953,0.8420062034365706,0.01341061200119224,0.6356279839929163,False,0.3549592691304348,0.0021956531548193515,24.902173913043477,0.3549592691304348,0.013356214096883211,0.8006257395070223,1825.0,False,,,
PUMP-002,2022-12-07 12:37:27,0.283203125,0.000236511,0.010131836,0.034667969,26.0,1197.4154588350698,0.9580662207002836,0.010708537784251668,0.6356279839929163,False,0.28243885869565216,0.002452561696840962,25.67391304347826,0.28243885869565216,0.010608369267353373,0.8524487566755483,900.9233479004257,False,,,
PUMP-001,2022-12-07 12:37:32,0.35546878,0.000337601,0.012695313,0.043212894,25.0,1052.9226130176953,0.8420062034365706,0.01341061200119224,0.6356279839929163,False,0.35497010978723403,0.002172927562498397,24.904255319148938,0.35497010978723403,0.01335737149910255,0.8006261940188688,1825.0,False,,,
