equipment_id,timestamp,operating_speed_rpm,load_percent,operating_mode
BEARING_001,2022-07-13 14:00:00,1811.7,55.1,Running
BEARING_001,2022-07-16 14:00:00,1792.2,64.1,Running
BEARING_001,2022-07-19 01:00:00,1750.5,57.9,Running
BEARING_001,2022-07-22 01:00:00,1661.9,88.9,Running
BEARING_001,2022-07-26 21:00:00,1613.3,65.4,Running
BEARING_001,2022-07-29 07:00:00,1740.6,65.4,Running
BEARING_001,2022-07-30 12:00:00,1776.8,79.9,Running
BEARING_001,2022-07-30 17:00:00,1726.5,67.9,Running
BEARING_001,2022-07-31 01:00:00,1786.4,54.8,Running
BEARING_001,2022-07-31 11:00:00,1912.5,47.4,Idle
BEARING_001,2022-08-02 03:00:00,1640.5,90.6,Running
BEARING_001,2022-08-02 11:00:00,1698.9,42.5,Running
BEARING_001,2022-08-03 23:00:00,1679.6,66.6,Running
BEARING_001,2022-08-07 00:00:00,1973.2,80.1,Running
BEARING_001,2022-08-07 17:00:00,1702.3,91.3,Running
BEARING_001,2022-08-10 23:00:00,1737.9,96.4,Running
BEARING_001,2022-08-12 09:00:00,1729.9,92.4,Running
BEARING_001,2022-08-13 05:00:00,1786.3,68.3,Running
BEARING_001,2022-08-13 20:00:00,1840.5,46.1,Idle
BEARING_001,2022-08-13 21:00:00,1653.3,88.2,Running
BEARING_001,2022-08-14 19:00:00,1705.4,81.4,Running
BEARING_001,2022-08-16 00:00:00,1782.3,77.4,Idle
BEARING_001,2022-08-16 05:00:00,1845.5,96.3,Running
BEARING_001,2022-08-16 07:00:00,1757.3,40.2,Running
BEARING_001,2022-08-16 18:00:00,1800.8,60.0,Running
BEARING_001,2022-08-18 10:00:00,1630.0,79.7,Idle
BEARING_001,2022-08-18 19:00:00,1855.8,58.6,Running
BEARING_001,2022-08-20 08:00:00,1834.6,53.5,Running
BEARING_001,2022-08-23 03:00:00,1681.4,67.6,Running
BEARING_001,2022-08-23 09:00:00,1836.8,75.7,Running
BEARING_001,2022-08-23 11:00:00,1767.1,87.8,Running
BEARING_001,2022-08-23 15:00:00,1795.1,86.7,Running
BEARING_001,2022-08-25 02:00:00,1734.0,84.8,Running
BEARING_001,2022-08-28 02:00:00,1636.0,88.3,Running
BEARING_001,2022-08-29 01:00:00,1805.2,87.2,Idle
BEARING_001,2022-08-30 08:00:00,1874.1,59.3,Running
BEARING_001,2022-08-31 13:00:00,1828.5,59.9,Running
BEARING_001,2022-09-01 12:00:00,1838.7,82.7,Running
BEARING_001,2022-09-02 02:00:00,1793.7,51.9,Startup
BEARING_001,2022-09-02 23:00:00,1756.6,67.3,Running
BEARING_001,2022-09-03 03:00:00,1666.1,49.0,Running
BEARING_001,2022-09-03 21:00:00,1775.2,76.1,Idle
BEARING_001,2022-09-03 22:00:00,1685.7,52.1,Running
BEARING_001,2022-09-04 02:00:00,1800.0,71.5,Running
BEARING_001,2022-09-04 11:00:00,1821.6,60.0,Running
BEARING_001,2022-09-08 15:00:00,1867.6,60.6,Running
BEARING_001,2022-09-10 22:00:00,1829.7,98.4,Idle
BEARING_001,2022-09-14 01:00:00,1773.5,66.4,Running
BEARING_001,2022-09-16 10:00:00,1788.5,51.0,Running
BEARING_001,2022-09-20 07:00:00,1810.2,74.7,Running
BEARING_001,2022-09-21 22:00:00,1752.6,78.1,Running
BEARING_001,2022-09-22 22:00:00,1860.9,58.0,Running
BEARING_001,2022-09-27 18:00:00,1840.8,56.1,Running
BEARING_001,2022-09-27 20:00:00,1651.8,52.3,Idle
BEARING_001,2022-09-30 15:00:00,1785.8,90.5,Startup
BEARING_001,2022-09-30 23:00:00,1775.5,96.0,Running
BEARING_001,2022-10-02 20:00:00,1848.6,58.2,Idle
BEARING_001,2022-10-06 01:00:00,1690.4,99.5,Running
BEARING_001,2022-10-09 03:00:00,1917.4,43.3,Running
BEARING_001,2022-10-09 11:00:00,1789.7,84.5,Running
BEARING_001,2022-10-10 00:00:00,1933.9,56.8,Running
BEARING_001,2022-10-10 23:00:00,1781.8,81.3,Running
BEARING_001,2022-10-11 02:00:00,1808.7,41.4,Running
BEARING_001,2022-10-12 01:00:00,1596.4,54.1,Running
BEARING_001,2022-10-14 21:00:00,1804.1,99.8,Running
BEARING_001,2022-10-15 22:00:00,1759.9,95.8,Running
BEARING_001,2022-10-16 16:00:00,1718.5,61.9,Running
BEARING_001,2022-10-17 09:00:00,1910.1,63.6,Startup
BEARING_001,2022-10-19 17:00:00,1739.5,93.2,Running
BEARING_001,2022-10-19 22:00:00,1641.7,50.2,Running
BEARING_001,2022-10-22 18:00:00,1732.7,93.5,Running
BEARING_001,2022-10-23 07:00:00,1761.3,69.4,Startup
BEARING_001,2022-10-23 16:00:00,1782.6,55.4,Running
BEARING_001,2022-10-26 20:00:00,1731.1,45.6,Running
BEARING_001,2022-10-28 10:00:00,1830.2,92.0,Running
BEARING_001,2022-10-29 05:00:00,1767.9,61.8,Running
BEARING_001,2022-10-29 09:00:00,1744.7,42.2,Running
BEARING_001,2022-10-31 07:00:00,1765.2,58.9,Idle
BEARING_001,2022-11-01 15:00:00,1736.5,65.9,Running
BEARING_001,2022-11-02 02:00:00,1790.4,49.5,Running
BEARING_001,2022-11-03 07:00:00,1748.2,71.7,Running
BEARING_001,2022-11-03 12:00:00,1828.9,89.7,Running
BEARING_001,2022-11-04 02:00:00,1810.9,64.3,Running
BEARING_001,2022-11-04 14:00:00,1607.7,55.0,Running
BEARING_001,2022-11-06 12:00:00,1744.7,58.3,Running
BEARING_001,2022-11-06 16:00:00,1696.7,77.6,Running
BEARING_001,2022-11-08 11:00:00,1663.4,50.8,Running
BEARING_001,2022-11-09 08:00:00,1525.9,88.3,Running
BEARING_001,2022-11-09 18:00:00,1702.8,64.9,Startup
BEARING_001,2022-11-10 18:00:00,1745.2,41.4,Running
BEARING_001,2022-11-10 21:00:00,1888.8,50.1,Running
BEARING_001,2022-11-11 04:00:00,1900.2,60.5,Running
BEARING_001,2022-11-11 07:00:00,1672.9,99.5,Idle
BEARING_001,2022-11-11 17:00:00,1714.0,74.0,Running
BEARING_001,2022-11-11 20:00:00,1683.9,52.1,Running
BEARING_001,2022-11-14 08:00:00,1666.6,57.5,Running
BEARING_001,2022-11-15 16:00:00,1863.0,67.2,Running
BEARING_001,2022-11-16 21:00:00,1669.0,95.7,Running
BEARING_001,2022-11-17 10:00:00,1576.3,84.5,Running
BEARING_001,2022-11-19 15:00:00,1514.3,83.5,Running
BEARING_001,2022-11-19 16:00:00,1614.8,75.7,Running
BEARING_001,2022-11-20 05:00:00,1778.7,40.6,Running
BEARING_001,2022-11-23 03:00:00,1850.3,45.1,Running
BEARING_001,2022-11-24 01:00:00,1606.4,97.8,Idle
BEARING_001,2022-11-25 02:00:00,1603.0,54.8,Running
BEARING_001,2022-12-02 10:00:00,1779.3,71.1,Running
BEARING_001,2022-12-03 18:00:00,1830.1,64.0,Running
BEARING_001,2022-12-04 00:00:00,1678.6,52.1,Running
BEARING_001,2022-12-04 15:00:00,1725.0,46.6,Running
BEARING_001,2022-12-05 07:00:00,1739.5,98.7,Running
BEARING_001,2022-12-08 07:00:00,1798.7,51.3,Running
BEARING_001,2022-12-08 19:00:00,1783.3,98.8,Running
BEARING_001,2022-12-08 22:00:00,1663.2,40.4,Running
BEARING_001,2022-12-10 03:00:00,1753.0,51.4,Running
BEARING_001,2022-12-12 04:00:00,1792.8,52.7,Startup
BEARING_001,2022-12-13 01:00:00,1869.6,49.5,Startup
BEARING_001,2022-12-13 07:00:00,1709.9,90.1,Idle
BEARING_001,2022-12-13 20:00:00,1508.1,76.9,Running
BEARING_001,2022-12-16 06:00:00,1668.8,54.2,Idle
BEARING_001,2022-12-16 18:00:00,1668.1,74.5,Running
BEARING_001,2022-12-20 03:00:00,1705.6,68.3,Running
BEARING_001,2022-12-24 09:00:00,1736.2,56.4,Running
BEARING_001,2022-12-25 01:00:00,1775.3,89.6,Running
BEARING_001,2022-12-25 05:00:00,1816.1,50.7,Running
BEARING_001,2022-12-25 09:00:00,1811.1,99.8,Running
BEARING_001,2022-12-28 19:00:00,1656.9,48.7,Running
BEARING_001,2022-12-29 18:00:00,1734.2,44.2,Running
BEARING_001,2022-12-29 22:00:00,1623.3,47.8,Running
BEARING_001,2022-12-30 16:00:00,1877.0,75.3,Running
BEARING_001,2022-12-31 03:00:00,1741.9,69.4,Running
BEARING_001,2023-01-03 00:00:00,1744.6,66.8,Running
BEARING_001,2023-01-04 04:00:00,1802.9,91.9,Running
BEARING_001,2023-01-04 11:00:00,1828.1,53.2,Running
BEARING_001,2023-01-06 00:00:00,1792.4,40.1,Running
BEARING_001,2023-01-06 14:00:00,1480.6,92.2,Idle
BEARING_001,2023-01-08 01:00:00,1785.4,70.2,Running
BEARING_001,2023-01-08 02:00:00,1772.2,92.6,Running
BEARING_001,2023-01-08 05:00:00,1659.7,50.9,Running
BEARING_001,2023-01-09 21:00:00,1810.0,41.1,Running
BEARING_001,2023-01-12 15:00:00,1713.7,59.6,Startup
BEARING_001,2023-01-12 16:00:00,1618.5,99.9,Running
BEARING_001,2023-01-14 22:00:00,1749.5,61.0,Running
BEARING_001,2023-01-16 18:00:00,1778.3,66.7,Running
BEARING_001,2023-01-18 11:00:00,1917.8,41.2,Running
BEARING_001,2023-01-19 17:00:00,1762.6,65.0,Idle
BEARING_001,2023-01-20 06:00:00,1724.1,43.9,Running
BEARING_001,2023-01-22 10:00:00,1788.2,50.9,Running
BEARING_001,2023-01-23 03:00:00,1730.5,75.7,Running
BEARING_001,2023-01-25 11:00:00,1561.1,59.9,Running
BEARING_001,2023-01-27 11:00:00,1788.9,86.1,Running
BEARING_001,2023-01-29 05:00:00,1764.1,99.8,Running
BEARING_001,2023-01-29 15:00:00,1802.3,53.1,Running
BEARING_001,2023-01-29 18:00:00,1693.6,47.0,Idle
BEARING_001,2023-01-29 23:00:00,1786.1,90.8,Running
BEARING_001,2023-01-30 17:00:00,1949.4,55.8,Idle
BEARING_001,2023-02-01 02:00:00,1662.2,68.8,Running
BEARING_001,2023-02-02 15:00:00,1808.5,73.9,Running
BEARING_001,2023-02-04 11:00:00,1831.8,69.6,Running
BEARING_001,2023-02-05 08:00:00,1720.5,86.5,Startup
BEARING_001,2023-02-13 08:00:00,1839.0,88.0,Idle
BEARING_001,2023-02-14 23:00:00,1767.7,73.3,Running
BEARING_001,2023-02-16 15:00:00,1745.8,95.3,Running
BEARING_001,2023-02-16 17:00:00,1734.4,86.5,Running
BEARING_001,2023-02-17 22:00:00,1890.8,90.5,Idle
BEARING_001,2023-02-21 02:00:00,1717.6,79.8,Running
BEARING_001,2023-02-24 22:00:00,1631.4,52.5,Running
BEARING_001,2023-02-25 22:00:00,1825.0,80.5,Running
BEARING_001,2023-02-26 03:00:00,1748.3,77.9,Running
BEARING_001,2023-02-26 10:00:00,1774.0,50.0,Running
BEARING_001,2023-02-26 13:00:00,1896.2,87.1,Running
BEARING_001,2023-02-28 01:00:00,1649.7,84.8,Running
BEARING_001,2023-03-02 00:00:00,1838.7,44.5,Running
BEARING_001,2023-03-08 15:00:00,1663.0,83.0,Startup
BEARING_001,2023-03-09 03:00:00,1901.2,66.6,Running
BEARING_001,2023-03-09 05:00:00,1910.6,76.2,Running
BEARING_001,2023-03-10 18:00:00,1710.4,51.7,Running
BEARING_001,2023-03-11 04:00:00,1487.6,93.7,Running
BEARING_001,2023-03-12 14:00:00,1631.3,56.3,Running
BEARING_001,2023-03-13 04:00:00,1996.9,54.6,Running
BEARING_001,2023-03-18 12:00:00,1780.1,99.7,Idle
BEARING_001,2023-03-19 02:00:00,1739.8,81.1,Running
BEARING_001,2023-03-19 15:00:00,1791.3,79.0,Running
BEARING_001,2023-03-20 03:00:00,1814.0,94.7,Running
BEARING_001,2023-03-21 23:00:00,1949.1,64.6,Running
BEARING_001,2023-03-23 19:00:00,1781.1,86.4,Idle
BEARING_001,2023-03-28 23:00:00,1794.8,56.7,Running
BEARING_001,2023-03-30 09:00:00,1665.1,83.8,Idle
BEARING_001,2023-03-30 13:00:00,1912.3,73.0,Running
BEARING_001,2023-03-30 15:00:00,1649.7,75.4,Running
BEARING_001,2023-03-31 05:00:00,1768.8,48.5,Running
BEARING_001,2023-03-31 19:00:00,1767.1,59.0,Running
BEARING_001,2023-04-02 21:00:00,1928.2,58.4,Running
BEARING_001,2023-04-05 17:00:00,1797.4,73.4,Running
BEARING_001,2023-04-07 18:00:00,1755.0,77.4,Running
BEARING_001,2023-04-07 22:00:00,1805.2,83.4,Running
BEARING_001,2023-04-09 14:00:00,1780.5,63.1,Idle
BEARING_001,2023-04-10 12:00:00,1651.1,90.7,Running
BEARING_001,2023-04-11 18:00:00,1671.9,97.0,Running
BEARING_001,2023-04-13 04:00:00,1838.3,59.1,Idle
BEARING_001,2023-04-13 11:00:00,1801.1,95.1,Running
BEARING_001,2023-04-14 12:00:00,1981.2,73.7,Running
BEARING_001,2023-04-16 10:00:00,1851.4,75.4,Running
BEARING_001,2023-04-16 22:00:00,1759.6,91.3,Running
BEARING_001,2023-04-17 05:00:00,1732.0,57.8,Running
BEARING_001,2023-04-17 19:00:00,1795.1,95.2,Running
BEARING_001,2023-04-18 11:00:00,1800.1,51.0,Running
BEARING_001,2023-04-18 21:00:00,1732.3,47.7,Running
BEARING_001,2023-04-19 04:00:00,1799.4,72.1,Idle
BEARING_001,2023-04-19 05:00:00,1806.2,91.7,Running
BEARING_001,2023-04-19 14:00:00,1802.7,71.8,Running
BEARING_001,2023-04-21 17:00:00,1744.9,85.8,Running
BEARING_001,2023-04-24 07:00:00,1832.5,45.3,Running
BEARING_001,2023-04-27 04:00:00,1806.7,58.5,Startup
BEARING_001,2023-04-27 08:00:00,1794.1,86.4,Running
BEARING_001,2023-04-27 14:00:00,1888.3,86.4,Running
BEARING_001,2023-04-28 06:00:00,1864.6,98.9,Running
BEARING_001,2023-04-28 16:00:00,1713.1,79.6,Startup
BEARING_001,2023-04-28 21:00:00,1794.6,85.6,Running
BEARING_001,2023-04-30 03:00:00,1678.6,42.5,Idle
BEARING_001,2023-04-30 04:00:00,1683.2,73.0,Running
BEARING_001,2023-05-01 13:00:00,1691.1,92.8,Running
BEARING_001,2023-05-07 05:00:00,1760.0,51.2,Running
BEARING_001,2023-05-07 10:00:00,1769.0,76.7,Running
BEARING_001,2023-05-11 14:00:00,1689.1,67.0,Running
BEARING_001,2023-05-14 14:00:00,1684.5,66.7,Running
BEARING_001,2023-05-15 06:00:00,1807.9,53.0,Running
BEARING_001,2023-05-16 19:00:00,1685.9,69.8,Running
BEARING_001,2023-05-16 20:00:00,1697.8,48.7,Idle
BEARING_001,2023-05-17 12:00:00,1540.0,57.3,Running
BEARING_001,2023-05-19 10:00:00,1832.1,43.8,Running
BEARING_001,2023-05-21 01:00:00,1800.5,75.9,Running
BEARING_001,2023-05-21 04:00:00,1529.7,67.6,Running
BEARING_001,2023-05-21 16:00:00,1825.8,75.7,Running
BEARING_001,2023-05-22 05:00:00,1780.1,87.9,Running
BEARING_001,2023-05-22 14:00:00,1780.4,89.0,Running
BEARING_001,2023-05-25 00:00:00,1781.8,56.9,Running
BEARING_001,2023-05-26 05:00:00,1703.6,49.3,Running
BEARING_001,2023-05-30 09:00:00,1719.6,53.1,Idle
BEARING_001,2023-06-01 08:00:00,1811.5,76.1,Running
BEARING_001,2023-06-03 06:00:00,1761.0,60.7,Running
BEARING_001,2023-06-04 23:00:00,1631.2,60.6,Running
BEARING_001,2023-06-05 05:00:00,1736.0,94.9,Running
BEARING_001,2023-06-05 07:00:00,1829.1,60.4,Idle
BEARING_001,2023-06-05 11:00:00,1849.1,99.9,Running
BEARING_001,2023-06-05 21:00:00,1791.5,55.4,Running
BEARING_001,2023-06-06 05:00:00,1680.4,54.1,Running
BEARING_001,2023-06-06 12:00:00,1731.4,97.1,Running
BEARING_001,2023-06-07 19:00:00,1829.3,73.1,Running
BEARING_001,2023-06-13 17:00:00,1852.0,42.8,Running
BEARING_001,2023-06-14 11:00:00,1823.3,63.2,Idle
BEARING_001,2023-06-17 01:00:00,1725.4,81.5,Running
BEARING_001,2023-06-19 01:00:00,1655.5,52.9,Running
BEARING_001,2023-06-25 09:00:00,1702.8,54.5,Idle
BEARING_001,2023-06-25 14:00:00,1855.7,65.3,Running
BEARING_001,2023-06-26 01:00:00,1682.8,99.0,Running
BEARING_001,2023-06-26 10:00:00,1640.9,80.1,Running
BEARING_001,2023-06-27 18:00:00,1733.9,77.4,Running
BEARING_001,2023-07-01 10:00:00,1830.7,68.5,Running
BEARING_001,2023-07-02 04:00:00,1824.7,40.8,Running
BEARING_001,2023-07-02 17:00:00,1673.5,56.3,Running
BEARING_001,2023-07-03 10:00:00,1721.1,46.6,Running
BEARING_001,2023-07-05 16:00:00,1679.6,60.4,Running
BEARING_001,2023-07-07 07:00:00,1726.3,81.5,Running
BEARING_001,2023-07-11 17:00:00,1720.1,73.3,Running
BEARING_001,2023-07-12 02:00:00,1865.6,73.5,Running
BEARING_001,2023-07-14 04:00:00,1655.2,53.7,Running
BEARING_001,2023-07-14 15:00:00,1803.3,97.6,Idle
BEARING_001,2023-07-21 15:00:00,1647.3,89.5,Running
BEARING_001,2023-07-21 16:00:00,1823.6,69.7,Running
BEARING_001,2023-07-21 20:00:00,1752.5,56.5,Idle
BEARING_001,2023-07-24 08:00:00,1940.8,42.9,Running
BEARING_001,2023-07-24 15:00:00,1775.8,91.0,Startup
BEARING_001,2023-07-26 12:00:00,1831.8,56.8,Running
BEARING_001,2023-07-29 15:00:00,1648.0,57.0,Running
BEARING_001,2023-07-29 20:00:00,1840.4,83.0,Running
BEARING_001,2023-07-30 02:00:00,1548.5,61.7,Running
BEARING_001,2023-07-31 17:00:00,1741.7,85.4,Running
BEARING_001,2023-08-05 20:00:00,1783.7,75.0,Running
BEARING_001,2023-08-08 06:00:00,1775.2,79.7,Running
BEARING_001,2023-08-09 09:00:00,1832.7,76.7,Running
BEARING_001,2023-08-10 08:00:00,1618.1,92.8,Running
BEARING_001,2023-08-10 20:00:00,1798.0,66.9,Running
BEARING_001,2023-08-15 10:00:00,1749.2,68.4,Running
BEARING_001,2023-08-15 17:00:00,1608.6,61.9,Startup
BEARING_001,2023-08-15 22:00:00,1758.0,61.0,Running
BEARING_001,2023-08-19 16:00:00,1660.1,95.2,Running
BEARING_001,2023-08-21 09:00:00,1678.1,81.8,Running
BEARING_001,2023-08-22 14:00:00,1688.6,95.9,Running
BEARING_001,2023-08-29 14:00:00,1831.2,61.6,Running
BEARING_001,2023-09-01 14:00:00,1954.5,89.1,Running
BEARING_001,2023-09-02 17:00:00,1781.3,86.5,Running
BEARING_001,2023-09-03 06:00:00,1716.7,64.7,Running
BEARING_001,2023-09-03 19:00:00,1653.9,68.4,Running
BEARING_001,2023-09-04 01:00:00,1590.4,58.6,Running
BEARING_001,2023-09-06 01:00:00,1616.4,86.5,Running
BEARING_001,2023-09-09 09:00:00,1575.9,83.6,Running
BEARING_001,2023-09-10 17:00:00,1601.2,91.4,Running
