start_sample,window_length,rms,peak,peak_to_peak,kurtosis,crest_factor,fault_type,load,source_file
43008,2048,0.1395187348201296,0.4642396007984031,0.8695152495009979,2.824361702957347,3.3274355690910102,B007,0,B007_0_features
45056,2048,0.1399523361467429,0.4419859880239521,0.8756877844311377,2.773158008023813,3.158117972088458,B007,0,B007_0_features
47104,2048,0.1283546958430802,0.4423108582834331,0.8586320958083832,3.0217150432367137,3.4460044907179195,B007,0,B007_0_features
49152,2048,0.1407088160349181,0.6070200798403194,1.0423462275449102,2.908284165710637,4.31401597242754,B007,0,B007_0_features
51200,2048,0.1347950739377463,0.5297009580838323,1.000925269461078,3.0924297248870247,3.9296759340370215,B007,0,B007_0_features
53248,2048,0.1389671701416087,0.5386348902195609,1.0563156487025949,3.148541144737415,3.875986606525925,B007,0,B007_0_features
55296,2048,0.1461237099934044,0.5495180439121756,1.0348742115768463,2.933629910558814,3.760635723889151,B007,0,B007_0_features
57344,2048,0.136379031314542,0.4346764071856287,0.8519722554890219,2.9763348100767524,3.1872671553144545,B007,0,B007_0_features
59392,2048,0.1367563329195577,0.432889620758483,0.8464494610778444,3.0439052169907934,3.165408222886104,B007,0,B007_0_features
61440,2048,0.1364606633044691,0.4644020359281437,0.8714644710578843,2.857144665282106,3.4031934528163115,B007,0,B007_0_features
63488,2048,0.1355663551913864,0.4699248303393213,0.9388750499001997,2.942842017781755,3.466382419682497,B007,0,B007_0_features
65536,2048,0.1313776232450071,0.4405240718562874,0.8542463473053892,2.7693882491450883,3.3531134219972727,B007,0,B007_0_features
67584,2048,0.1329761748612885,0.4484833932135728,0.8815354491017964,2.9352469715797365,3.372659754110288,B007,0,B007_0_features
69632,2048,0.1425706835863136,0.5790812375249501,1.0493309381237526,2.89418273883646,4.061713270598911,B007,0,B007_0_features
71680,2048,0.1302286120073039,0.4598538522954092,0.9003779241516966,2.967258426930454,3.531127647018821,B007,0,B007_0_features
73728,2048,0.1344627376215165,0.4853561676646706,0.8977789620758483,2.9374596070318395,3.609596057959444,B007,0,B007_0_features
75776,2048,0.1440228388562654,0.5105336127744511,0.9876055888223552,2.850634536249068,3.544810092796588,B007,0,B007_0_features
77824,2048,0.1448647565978211,0.4913662674650698,0.908986986027944,2.859355306825904,3.3918965454505066,B007,0,B007_0_features
79872,2048,0.1344268226790419,0.5160564071856288,0.9824076646706588,3.32797409114174,3.838939260016048,B007,0,B007_0_features
81920,2048,0.1375654979925775,0.4661888223552894,0.9210071856287424,2.968558800088963,3.388849887179227,B007,0,B007_0_features
83968,2048,0.1416734739109696,0.4523818363273453,0.8722766467065868,2.874790461793697,3.193130116993091,B007,0,B007_0_features
86016,2048,0.142736263648232,0.5391221956087824,1.041046746506986,3.015251233272275,3.777051338079376,B007,0,B007_0_features
88064,2048,0.1348205168162038,0.441661117764471,0.8284191616766468,2.844543942122105,3.2759191864195003,B007,0,B007_0_features
90112,2048,0.1414314959334105,0.4718740518962075,0.934651736526946,2.893021997175118,3.3364142037714224,B007,0,B007_0_features
92160,2048,0.1428488357474582,0.5313253093812376,1.0550161676646708,2.941266420899065,3.719493453323242,B007,0,B007_0_features
94208,2048,0.1402610238266806,0.4460468662674651,0.8581447904191617,2.73396009723615,3.180119851509577,B007,0,B007_0_features
96256,2048,0.1341040151910173,0.4720364870259481,0.9400120958083832,3.0267862944245434,3.5199280674039533,B007,0,B007_0_features
98304,2048,0.1407908308936856,0.5576398003992016,1.1024472255489022,2.9278889623932405,3.960767877109322,B007,0,B007_0_features
100352,2048,0.1416210655848319,0.565923992015968,1.0480314570858282,3.284994692060496,3.9960438771941034,B007,0,B007_0_features
102400,2048,0.1414200824161865,0.4942900998003992,0.9585297005988024,3.031120492465254,3.4951902965397297,B007,0,B007_0_features
104448,2048,0.1507245474886011,0.5582895409181636,1.0628130538922156,3.117680031915665,3.7040385936914593,B007,0,B007_0_features
106496,2048,0.1461104662151016,0.5313253093812376,0.9776970459081836,2.992827256470186,3.636463034724644,B007,0,B007_0_features
108544,2048,0.1466674546380519,0.4900667864271457,0.975910259481038,2.91582103314412,3.341346501397998,B007,0,B007_0_features
110592,2048,0.1358072137255461,0.5191426746506986,0.9820827944111776,3.022712342823068,3.8226443235630727,B007,0,B007_0_features
112640,2048,0.1367795755917218,0.483894251497006,0.9047636726546906,3.150594851095214,3.537766873453835,B007,0,B007_0_features
114688,2048,0.1374481422245654,0.4530315768463073,0.886083632734531,2.8792035111655623,3.296018189193417,B007,0,B007_0_features
116736,2048,0.146009613713724,0.4931530538922156,0.9776970459081836,3.0881491526732217,3.377538241117096,B007,0,B007_0_features
118784,2048,0.1441215517807574,0.522391377245509,0.9676260678642714,3.117636888601279,3.624658288696223,B007,0,B007_0_features
120832,1739,0.149413832568591,0.6039338123752496,1.1750557285429144,3.506141738306509,4.042020755300292,B007,0,B007_0_features
0,2048,0.1349521736442925,0.4432854690618762,0.8526219960079839,2.8523016168362334,3.284759756645381,B007,1,B007_1_features
2048,2048,0.1436179910443333,0.4769095409181637,0.9054134131736526,2.8461988270509093,3.3206810473182715,B007,1,B007_1_features
4096,2048,0.1370764138036294,0.427854131736527,0.8419012774451098,2.948736486501089,3.1212819175903856,B007,1,B007_1_features
6144,2048,0.1354899812507351,0.5037113373253493,0.9244183233532934,3.1666486556570197,3.717701727255192,B007,1,B007_1_features
8192,2048,0.1413418712082128,0.5152442315369261,1.0301635928143713,3.3059811592728416,3.645375762531591,B007,1,B007_1_features
10240,2048,0.1348684447769351,0.4288287425149701,0.8518098203592814,2.8087758587837364,3.179607677845245,B007,1,B007_1_features
12288,2048,0.1335893997790166,0.4627776846307385,0.921494491017964,3.103779061676487,3.464179683364102,B007,1,B007_1_features
14336,2048,0.1425724993217136,0.497051497005988,0.9877680239520958,3.047158049208336,3.486306962192681,B007,1,B007_1_features
16384,2048,0.1396243555264556,0.4991631536926148,0.9595043113772456,3.043849143858536,3.575043564619783,B007,1,B007_1_features
18432,2048,0.1443178954007578,0.6396695409181637,1.2310958483033931,3.102126865805742,4.432364670628174,B007,1,B007_1_features
20480,2048,0.1366149121571339,0.5074473453093812,1.006285628742515,3.206184974919566,3.7144359813517496,B007,1,B007_1_features
22528,2048,0.1410029842485486,0.5233659880239522,1.0436457085828343,3.071878323056942,3.711736959394373,B007,1,B007_1_features
24576,2048,0.134192929179237,0.4697623952095808,0.9343268662674652,2.974519118914529,3.500649386515992,B007,1,B007_1_features
26624,2048,0.1343755453434545,0.5298633932135728,0.925230499001996,3.0357545185989463,3.9431534350639135,B007,1,B007_1_features
28672,2048,0.1342478004702765,0.4523818363273453,0.8802359680638723,2.81888007729624,3.3697523142968464,B007,1,B007_1_features
30720,2048,0.1315333257175054,0.4535188822355289,0.8747131736526946,2.9150484529491045,3.447938990048081,B007,1,B007_1_features
32768,2048,0.1373476789903235,0.4905540918163673,0.9236061477045908,2.997848114026396,3.5716227272202845,B007,1,B007_1_features
34816,2048,0.1434614767507343,0.4434479041916167,0.853271736526946,2.7374193117718835,3.091059106822248,B007,1,B007_1_features
36864,2048,0.1389230637458268,0.4549807984031936,0.8693528143712574,2.8901095970280157,3.2750558916001857,B007,1,B007_1_features
38912,2048,0.1373500611463003,0.4850312974051896,0.8868958083832336,3.013246500264492,3.5313511574270087,B007,1,B007_1_features
40960,2048,0.1394328150158597,0.6596490618762475,1.251075369261477,3.4060089942689147,4.730945594094798,B007,1,B007_1_features
43008,2048,0.1386446082460155,0.4876302594810379,0.9585297005988024,2.9384780405728392,3.517123858233663,B007,1,B007_1_features
45056,2048,0.1364789028526079,0.4767471057884231,0.9323776447105788,2.893825178091924,3.4931926900071777,B007,1,B007_1_features
47104,2048,0.1428570593888459,0.4975388023952096,0.9736361676646706,2.939800008877229,3.482773651650384,B007,1,B007_1_features
49152,2048,0.1439863158459543,0.4398743313373253,0.8332922155688622,2.861870896672101,3.0549731670673186,B007,1,B007_1_features
51200,2048,0.1415952057234597,0.5214167664670659,0.9879304590818364,2.9714419364546303,3.682446476907757,B007,1,B007_1_features
53248,2048,0.140318369796726,0.5113457884231537,0.9755853892215568,2.961413478939938,3.644182790608791,B007,1,B007_1_features
55296,2048,0.1397525653372368,0.509559001996008,1.0181433932135728,3.1492867333121053,3.646151330122245,B007,1,B007_1_features
57344,2048,0.1335346773391054,0.4626152495009979,0.8929059081836327,3.15975973859824,3.464382875788456,B007,1,B007_1_features
59392,2048,0.1362712369721163,0.4596914171656686,0.891119121756487,2.796460751198414,3.373356163607415,B007,1,B007_1_features
61440,2048,0.1380010592128741,0.4613157684630738,0.8696776846307386,2.9640676045426075,3.342842229552211,B007,1,B007_1_features
63488,2048,0.1412799921216304,0.513619880239521,1.0064480638722555,3.0024196493187487,3.635475006211078,B007,1,B007_1_features
65536,2048,0.1465619763199106,0.4819450299401198,0.9460221956087824,2.839470370972584,3.2883360475766086,B007,1,B007_1_features
67584,2048,0.1293947300759347,0.5470815169660679,0.9905294211576846,3.046740532703817,4.2280046230691735,B007,1,B007_1_features
69632,2048,0.1423675667899614,0.488604870259481,0.964377365269461,3.004771124094411,3.4319956523307056,B007,1,B007_1_features
71680,2048,0.1446019536643899,0.4561178443113772,0.8615559281437126,2.6965949841047285,3.154299321341381,B007,1,B007_1_features
73728,2048,0.1422320409131858,0.5193051097804391,1.032275249500998,2.94416374852162,3.651111988850362,B007,1,B007_1_features
75776,2048,0.1344380186014293,0.4172958483033932,0.8185106187624751,2.798291897087469,3.1040017745088417,B007,1,B007_1_features
77824,2048,0.1416677814027174,0.4782090219560878,0.9460221956087824,2.961583106584724,3.375566534731795,B007,1,B007_1_features
79872,2048,0.1358785406308933,0.5285639121756487,0.9699001596806388,2.916723278622796,3.889973425660892,B007,1,B007_1_features
81920,2048,0.1404712531826953,0.5238532934131735,0.9994633532934132,3.0742100820575624,3.729256211077768,B007,1,B007_1_features
83968,2048,0.1476765448609465,0.562187984031936,1.0475441516966066,3.020429123933784,3.8068874414517895,B007,1,B007_1_features
86016,2048,0.1432162023225631,0.4881175648702595,0.9439105389221556,3.0944302897127898,3.4082565865520813,B007,1,B007_1_features
88064,2048,0.1398402506331022,0.4821074650698603,0.9507328143712576,2.994253419988279,3.447558645552733,B007,1,B007_1_features
90112,2048,0.1361689603569791,0.4791836327345309,0.9072001996007985,2.914340059349663,3.519037168784934,B007,1,B007_1_features
92160,2048,0.1383425468716418,0.5214167664670659,1.0368234331337325,2.823048367964167,3.7690267980036714,B007,1,B007_1_features
94208,2048,0.1344259064513671,0.462940119760479,0.8678908982035929,2.9733055027897133,3.4438311184051305,B007,1,B007_1_features
96256,2048,0.1343084924779733,0.4380875449101796,0.8581447904191617,2.8498568340770314,3.2618007753959746,B007,1,B007_1_features
98304,2048,0.1434095421248577,0.4764222355289421,0.9445602794411178,2.9458242670033763,3.3221097317975468,B007,1,B007_1_features
100352,2048,0.1350856040773999,0.4725237924151697,0.933677125748503,2.8980580151837283,3.4979581698500604,B007,1,B007_1_features
102400,2048,0.1359525190176747,0.4246054291417165,0.8308556886227545,2.8252114390481378,3.123189126664081,B007,1,B007_1_features
104448,2048,0.1414053470263028,0.4288287425149701,0.8331297804391218,2.771973815452772,3.032620417332386,B007,1,B007_1_features
106496,2048,0.1400966146758777,0.4968890618762475,0.9242558882235528,3.0141616753786047,3.5467599486417605,B007,1,B007_1_features
108544,2048,0.1442290000291636,0.4861683433133732,0.9172711776447106,2.6765743119879786,3.3708085281857145,B007,1,B007_1_features
110592,2048,0.1378168611122249,0.4645644710578842,0.8713020359281437,2.849549654567851,3.3708826866708,B007,1,B007_1_features
112640,2048,0.1452067168906707,0.4866556487025948,0.9288040718562874,2.814841732034319,3.351467887437032,B007,1,B007_1_features
114688,2048,0.1403612077571383,0.4234683832335329,0.8261450698602795,2.78682887018548,3.0169901641429813,B007,1,B007_1_features
116736,2048,0.1358422749512932,0.5292136526946108,1.0442954491017966,3.238019533889532,3.8957949789965367,B007,1,B007_1_features
118784,2048,0.1412341781402119,0.4509199201596806,0.8929059081836328,2.8990144171622982,3.192711042711147,B007,1,B007_1_features
120832,578,0.1419177619562101,0.4726862275449102,0.8638300199600799,2.919182567745063,3.330705198743415,B007,1,B007_1_features
0,2048,0.1520441728986027,0.6239133333333333,1.1107314171656686,2.8308102341998267,4.103500459338969,B007,2,B007_2_features
2048,2048,0.1557221910015007,0.5123203992015969,1.0124581636726546,2.8800046848977647,3.2899639794650053,B007,2,B007_2_features
4096,2048,0.1554926542771081,0.5009499401197605,0.9655144111776448,2.761241636693277,3.2216952141274837,B007,2,B007_2_features
6144,2048,0.155622523472175,0.5037113373253493,0.9863061077844312,2.7024207604624584,3.23675086410082,B007,2,B007_2_features
8192,2048,0.1555105369769014,0.5366856686626746,1.0267524550898204,2.8017838809510827,3.451120927831015,B007,2,B007_2_features
10240,2048,0.1530699645373542,0.6096190419161677,1.1688831936127744,3.043745284583057,3.9826169931816873,B007,2,B007_2_features
12288,2048,0.1582192372257492,0.5873654291417165,1.0780819560878243,2.919955590785021,3.7123515410451873,B007,2,B007_2_features
14336,2048,0.1522774546816815,0.500462634730539,0.9915040319361278,2.860334456686847,3.286518255597403,B007,2,B007_2_features
16384,2048,0.1487436335503737,0.5001377644710578,0.9668138922155688,2.7739808914506288,3.362414595703137,B007,2,B007_2_features
18432,2048,0.155412535508261,0.5157315369261477,0.96405249500998,2.7718530928692906,3.3184680710354613,B007,2,B007_2_features
20480,2048,0.1547076270971707,0.4587168063872255,0.8927434730538922,2.850890020330084,2.9650561836627727,B007,2,B007_2_features
22528,2048,0.160502065436056,0.548705868263473,1.0012501397205589,2.7605912855549826,3.418684156925435,B007,2,B007_2_features
24576,2048,0.1515739574460816,0.4944525349301397,0.9007027944111776,2.6403203509704865,3.2621206390468886,B007,2,B007_2_features
26624,2048,0.158610284216897,0.4752851896207585,0.9349766067864272,2.77216965813434,2.996559724764234,B007,2,B007_2_features
28672,2048,0.1503254110249366,0.5236908582834332,1.0030369261477046,2.865017241755621,3.4837147938552944,B007,2,B007_2_features
30720,2048,0.1538044709054902,0.5124828343313372,1.0145698203592812,2.8723210523589087,3.332041203424545,B007,2,B007_2_features
32768,2048,0.1532839825727289,0.4967266267465069,0.9630778842315368,2.800839076298676,3.240564463462994,B007,2,B007_2_features
34816,2048,0.1546171849960963,0.5940252694610779,1.173431377245509,2.8441516799857487,3.84190974290622,B007,2,B007_2_features
36864,2048,0.1519961217008854,0.5046859481037924,1.002874491017964,2.8639704406357653,3.3203870102268005,B007,2,B007_2_features
38912,2048,0.1560348768156434,0.5459444710578842,1.0696353293413174,2.888624477719658,3.498861807026793,B007,2,B007_2_features
40960,2048,0.1516663677173399,0.4980261077844311,0.9582048303393214,3.064677459957166,3.2836950952060566,B007,2,B007_2_features
43008,2048,0.1597557215044826,0.5280766067864271,1.0390975249500998,2.946107473498938,3.305525472327475,B007,2,B007_2_features
45056,2048,0.1484888917210856,0.4702497005988024,0.8966419161676646,2.8657992567077684,3.1669015449245173,B007,2,B007_2_features
47104,2048,0.1617180226948105,0.4957520159680638,0.9625905788423154,2.66694286006504,3.065533499012456,B007,2,B007_2_features
49152,2048,0.155588854565752,0.5074473453093812,0.9908542914171656,2.91091886779955,3.26146334017564,B007,2,B007_2_features
51200,2048,0.1561508068003911,0.6258625548902196,1.1661217964071855,3.1093282906625106,4.008064817021769,B007,2,B007_2_features
53248,2048,0.1616778230709509,0.583142115768463,1.1159293413173652,2.735340299432802,3.606815731981678,B007,2,B007_2_features
55296,2048,0.1566922136974707,0.5246654690618763,1.01099624750499,2.783738832692606,3.348382518045929,B007,2,B007_2_features
57344,2048,0.1589487440063933,0.5344115768463074,1.0213920958083833,2.83825785439692,3.362162942422809,B007,2,B007_2_features
59392,2048,0.1536397645687213,0.4790211976047904,0.9494333333333334,2.8922497990277383,3.1178204350047145,B007,2,B007_2_features
61440,2048,0.15974739811292,0.5534164870259481,1.048843632734531,2.7033015467744934,3.4643223837128945,B007,2,B007_2_features
63488,2048,0.1633918565133558,0.5815177644710579,1.112030898203593,2.9048960158475943,3.5590376220492046,B007,2,B007_2_features
65536,2048,0.1569678241545852,0.5482185628742515,1.0520923353293412,2.855935363554305,3.4925537499383417,B007,2,B007_2_features
67584,2048,0.1534237888294621,0.4679756087824351,0.8881952894211578,2.719156756982805,3.050215434971184,B007,2,B007_2_features
69632,2048,0.158035147355929,0.5157315369261477,1.009047025948104,2.907003581151979,3.263397703305495,B007,2,B007_2_features
71680,2048,0.1551759967957754,0.5901268263473054,1.0965995608782435,3.1182272470027046,3.802951735635753,B007,2,B007_2_features
73728,2048,0.1503144571436188,0.720562235528942,1.3920690618762477,3.718038385156867,4.793698817909997,B007,2,B007_2_features
75776,2048,0.1520892129430843,0.608481996007984,1.2091671057884232,3.17721204908329,4.000822834369541,B007,2,B007_2_features
77824,2048,0.1483541151074803,0.6222889820359282,1.1401321756487026,3.018553186077229,4.194618946571819,B007,2,B007_2_features
79872,2048,0.1550992333484505,0.5282390419161677,1.0384477844311375,2.8347227569317317,3.405813365472957,B007,2,B007_2_features
81920,2048,0.1450514974737449,0.5526043113772454,1.0655744510978042,2.8824659655599203,3.8097111784279214,B007,2,B007_2_features
83968,2048,0.1582988315227168,0.5301882634730539,1.0399097005988025,3.078984220879246,3.34928728386488,B007,2,B007_2_features
86016,2048,0.1587460332108924,0.5566651896207585,1.1016350499001994,3.031790166606194,3.5066399982274072,B007,2,B007_2_features
88064,2048,0.1458835033709574,0.4663512574850299,0.8945302594810378,2.99413597180896,3.196737442587868,B007,2,B007_2_features
90112,2048,0.1485886976922205,0.5435079441117764,1.0623257485029938,2.8615002478488725,3.657801384287753,B007,2,B007_2_features
92160,2048,0.1478002176812758,0.5805431536926148,1.1311982435129742,3.134021887916398,3.927891059948238,B007,2,B007_2_features
94208,2048,0.1502217856815031,0.5946750099800399,1.050467984031936,2.918013076683745,3.9586469251330687,B007,2,B007_2_features
96256,2048,0.1485512443846886,0.4871429540918163,0.9364385229540918,2.698115700037477,3.279292314960556,B007,2,B007_2_features
98304,2048,0.1488819427184668,0.5051732534930139,0.9616159680638722,2.825328192719629,3.393112987818105,B007,2,B007_2_features
100352,2048,0.1471003586991341,0.5383100199600799,1.0230164471057883,3.0614020789430514,3.6594745568053386,B007,2,B007_2_features
102400,2048,0.154952264829889,0.5188178043912175,1.0170063473053892,2.827147191301876,3.3482427956599548,B007,2,B007_2_features
104448,2048,0.151803352094326,0.4635898602794411,0.925880239520958,2.813404922137116,3.053884211913361,B007,2,B007_2_features
106496,2048,0.1513912416924195,0.5565027544910179,1.0093718962075848,3.007628040512934,3.6759243683196976,B007,2,B007_2_features
108544,2048,0.1644689539501622,0.5465942115768464,1.0280519361277447,2.8220830132623878,3.3233883869605765,B007,2,B007_2_features
110592,2048,0.1402245192063168,0.4621279441117765,0.8922561676646708,2.800094345207025,3.2956286584127064,B007,2,B007_2_features
112640,2048,0.1450503469473087,0.5335994011976047,0.97964626746507,2.9051728848210185,3.678718544449689,B007,2,B007_2_features
114688,2048,0.1428228935658121,0.4674883033932135,0.8964794810379242,2.887732403106148,3.27320285787743,B007,2,B007_2_features
116736,2048,0.1566710411505626,0.4902292215568862,0.9492708982035928,2.692820833119154,3.129035321100861,B007,2,B007_2_features
118784,2048,0.1470253418593887,0.480158243512974,0.9226315369261476,2.8490970357161003,3.2658196025071606,B007,2,B007_2_features
120832,724,0.1578042582584945,0.4226562075848303,0.7886225548902195,2.3694776893344263,2.6783574299358337,B007,2,B007_2_features
0,2048,0.1404624654669466,0.4385748502994012,0.8537590419161676,2.729916911282189,3.1223633220327,B007,3,B007_3_features
2048,2048,0.1465150036614562,0.4712243113772455,0.8945302594810379,2.6267661393057167,3.216218814442104,B007,3,B007_3_features
4096,2048,0.1432611430312557,0.4546559281437125,0.8737385628742514,2.8522648875023844,3.173616505637856,B007,3,B007_3_features
6144,2048,0.1466292685714875,0.4655390818363273,0.8737385628742516,2.625485689262227,3.174939671789904,B007,3,B007_3_features
8192,2048,0.1448984212733996,0.4996504590818363,0.8977789620758483,2.772212647324267,3.448280903872854,B007,3,B007_3_features
10240,2048,0.1449211955372072,0.4661888223552894,0.9292913772455088,2.679289466799528,3.2168436136892247,B007,3,B007_3_features
12288,2048,0.1501295571894846,0.4658639520958084,0.8997281836327344,2.8121712703165325,3.1030795055547875,B007,3,B007_3_features
14336,2048,0.1473775204971039,0.4824323353293413,0.9011900998003992,2.665290635970428,3.2734458667700816,B007,3,B007_3_features
16384,2048,0.147408669592215,0.4517320958083832,0.8615559281437126,2.6866632718413515,3.06448797791182,B007,3,B007_3_features
18432,2048,0.1448381771151466,0.4358134530938123,0.8615559281437126,2.6342728167778837,3.0089680895688904,B007,3,B007_3_features
20480,2048,0.1464460688357331,0.5667361676646706,1.117716127744511,3.152680665484756,3.8699309047107433,B007,3,B007_3_features
22528,2048,0.1465668408906784,0.5581271057884232,1.0524172055888223,2.989922383975159,3.8080039277159017,B007,3,B007_3_features
24576,2048,0.1449815587528122,0.466676127744511,0.9062255888223554,2.80912618609344,3.218865431961289,B007,3,B007_3_features
26624,2048,0.1469757139260374,0.4764222355289421,0.913372734530938,2.6166033621909817,3.2415031218385546,B007,3,B007_3_features
28672,2048,0.1548109706065444,0.4700872654690619,0.9322152095808384,2.726511389950089,3.036524243884257,B007,3,B007_3_features
30720,2048,0.1429550601934608,0.454493493013972,0.8981038323353294,2.7947647408040126,3.1792753078885605,B007,3,B007_3_features
32768,2048,0.1497568790521165,0.4393870259481038,0.8703274251497006,2.686517114683461,2.9340022890852304,B007,3,B007_3_features
34816,2048,0.1459666416613969,0.5522794411177645,1.084579361277445,2.995871893988118,3.7836003817579065,B007,3,B007_3_features
36864,2048,0.1504173388343663,0.5165437125748502,1.002874491017964,2.752465882680617,3.4340702778967103,B007,3,B007_3_features
38912,2048,0.1516723533305483,0.4518945309381237,0.903301756487026,2.892121297232514,2.97941266824221,B007,3,B007_3_features
40960,2048,0.1469929036418823,0.5160564071856288,0.9044388023952096,2.7179683204123744,3.510757284170549,B007,3,B007_3_features
43008,2048,0.1521551768337927,0.5191426746506986,0.9962146506986028,2.845861945601457,3.41192909403519,B007,3,B007_3_features
45056,2048,0.1507447894083243,0.4528691417165668,0.9037890618762474,2.706863550920925,3.0042109149581955,B007,3,B007_3_features
47104,2048,0.1561873738565981,0.5214167664670659,1.014732255489022,3.003220992219006,3.338405362666901,B007,3,B007_3_features
49152,2048,0.1481897742144374,0.5488683033932136,1.0220418363273454,2.833312292001573,3.7038203634433775,B007,3,B007_3_features
51200,2048,0.1421409526243918,0.4471839121756487,0.8938805189620758,2.851011852855564,3.146059625435241,B007,3,B007_3_features
53248,2048,0.1547769026241278,0.5303506986027944,0.9898796806387224,2.9077810867348326,3.426549372727224,B007,3,B007_3_features
55296,2048,0.1469170162303992,0.5387973253493015,1.037310738522954,3.092341927870555,3.667358207851687,B007,3,B007_3_features
57344,2048,0.145354901235908,0.5043610778443114,0.9401745309381238,2.6908119047046464,3.4698594512631784,B007,3,B007_3_features
59392,2048,0.1502195893755344,0.6045835528942115,1.1247008383233532,2.8920793280434696,4.02466519448929,B007,3,B007_3_features
61440,2048,0.1448819316017161,0.5082595209580839,0.993128383233533,2.89180013471488,3.50809459354665,B007,3,B007_3_features
63488,2048,0.1504979658810281,0.5295385229540919,1.0018998802395211,2.8046440101291488,3.5185759478582246,B007,3,B007_3_features
65536,2048,0.1474612650258551,0.4916911377245509,0.9404994011976048,2.923322702838751,3.3343748789555407,B007,3,B007_3_features
67584,2048,0.1449764141160854,0.5033864670658682,0.9567429141716566,2.933941840145143,3.472195599067064,B007,3,B007_3_features
69632,2048,0.1460306176635221,0.4773968463073852,0.8833222355289422,2.7768106901722,3.269155838292177,B007,3,B007_3_features
71680,2048,0.1461005979691767,0.5519545708582835,0.9981638722554892,2.898774436286716,3.7779076781804335,B007,3,B007_3_features
73728,2048,0.1473937934717514,0.5102087425149701,1.0010877045908184,2.820796711246759,3.46153478035893,B007,3,B007_3_features
75776,2048,0.1449360754841001,0.4306155289421158,0.8220841916167665,2.6868334886963847,2.971072091615895,B007,3,B007_3_features
77824,2048,0.145793953262462,0.518005628742515,0.954956127744511,2.896940348187806,3.55299803007903,B007,3,B007_3_features
79872,2048,0.1474034727503625,0.4598538522954092,0.9049261077844312,2.798033305308768,3.119694832909956,B007,3,B007_3_features
81920,2048,0.1540214369231621,0.535548622754491,1.032600119760479,2.9355601522673216,3.477104443702775,B007,3,B007_3_features
83968,2048,0.1566289325471646,0.5129701397205588,0.9807833133732536,3.007490573156632,3.275066307195936,B007,3,B007_3_features
86016,2048,0.1453830582798557,0.4533564471057884,0.9060631536926148,2.6914597110528606,3.1183581668090903,B007,3,B007_3_features
88064,2048,0.1482634761002599,0.5677107784431138,1.070772375249501,2.8690403384336545,3.8290669649171223,B007,3,B007_3_features
90112,2048,0.1437048156520008,0.497051497005988,0.9635651896207584,2.9288312626554456,3.4588367463356366,B007,3,B007_3_features
92160,2048,0.146988136788973,0.5241781636726547,1.0382853493013973,2.7738474485574165,3.566125641973659,B007,3,B007_3_features
