mean,std,var,skewness,kurtosis,rms,peak_to_peak,crest_factor,impulse_factor,shape_factor,entropy,hist_bin_1,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7,hist_bin_8,hist_bin_9,hist_bin_10,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,id,label,timestamp
0.0001788364143126,0.7071498093438479,0.5000608528550404,-0.000283968985126,-1.4987630495334163,0.7071498319574879,2.050662968579828,1.4546275406157363,1.6158898059279851,1.1108615510221862,10.790904655850143,0.9405304367668544,0.4643124941000929,0.3666878158534067,0.3381147392934008,0.3214471113000641,0.3214471113000645,0.3285903804400655,0.385736533560077,0.4500259558200898,0.9595791544735258,0.9741657853536686,0.2734336739765176,-0.0356834766728332,-0.0661389058141877,-0.1120179300051596,-0.0885043933093242,-0.0619740680004964,-0.0223247951755723,0.0135015014597228,0.0036937729445801,0.0447304939155214,-0.0253768925452588,12,0,
0.0001723968636604,0.7067377909106564,0.4994783051012746,0.0001225310480963,-1.4986675060290429,0.7067378119373218,2.042698748612056,1.4480159364701906,1.6086768056760874,1.1109524178287276,10.790712826016994,0.9441974440971744,0.4685131621342941,0.3609463647055023,0.3513848716007205,0.3131388991815945,0.327481138838767,0.3346522586673527,0.3705078578102838,0.4637324155819036,0.9609300570305416,0.9818319908152114,0.2610376745787311,-0.0140002223903326,-0.1351791301583572,-0.0522985030973345,-0.0706899898184006,-0.0650358031368602,-0.0578531425150269,0.0189097361134482,0.0145828419354081,0.0361494789752959,-0.0194815839326218,13,0,
-0.0001472751407332,0.7068047761340184,0.4995729915658597,-0.0011781284484004,-1.5001062311389295,0.7068047914776943,2.0396959699682204,1.4489460327163488,1.6093885293485668,1.1107304847865418,10.791235567448409,0.9503752476062411,0.4620212160906916,0.3782349851934159,0.3303571389664012,0.3183876774096476,0.3135998927869461,0.3542960620799086,0.3614777390139608,0.4548395391566394,0.979101955342449,0.9854479754847454,0.2586794598787112,-0.0060815244076295,-0.132722318952915,-0.1034313581790149,-0.0157966607335626,-0.0864622874335741,-0.0240945305454222,-0.0237575351197824,0.0402487072113259,0.0159274947781004,-0.0083179292678229,14,0,
-0.0003493496007717,0.7069105078516774,0.4997224661111164,0.0014934287940966,-1.4989000731605893,0.7069105941745816,2.032439430118996,1.4386231739950912,1.59809992986432,1.1108537376235628,10.791209360280398,0.97058550467332,0.4540610405526173,0.3891951776165291,0.3267317540484444,0.3219268753124378,0.3219268753124375,0.3387439508884607,0.3603659052004901,0.4588659192886241,0.9777928227773308,0.9649851309833058,0.3057988236951689,-0.0291863422745126,-0.0958454652181049,-0.1365900782168563,-0.0706038032939348,-0.0632199799385424,0.0068695882860006,0.010061466110807,-0.0102172717618463,0.0226005974116253,-0.0017317863208716,15,0,
-0.000411375626693,0.7068123398455348,0.4995836837579198,-0.0007828538220454,-1.4986193347729173,0.7068124595589881,2.0419085662669385,1.4475300561214028,1.608264340715461,1.1110403779972204,10.790322560161846,0.9613019198937977,0.4639118717895443,0.3730425360781903,0.3323904648389001,0.3299991665307066,0.3204339732979329,0.3252165699143196,0.3706512377699966,0.4639118717895441,0.9565193232774116,0.9413284955964436,0.3292929044993956,0.0229999430842141,-0.1676315529718979,-0.131933651093984,-0.0673576933256072,-0.0488633376748054,0.0201950646866953,-0.009280746931977,-0.0158725800771096,0.0362401611605456,-0.00730630067742,16,0,
-4.985108162905688e-05,0.7068360922621763,0.4996172613244637,0.0002767773451138,-1.4984637805532397,0.7068360940201017,2.032144940098653,1.4403265861509755,1.6000655358889242,1.1109046734774393,10.790812868696396,0.96111500782281,0.4637379912745055,0.3724320655313387,0.3363902527379835,0.3123623775424132,0.329181890179312,0.3508069778553256,0.3580153404139967,0.4613352037549488,0.9755317329401532,0.963596805943722,0.266489781549465,0.0438424377183351,-0.1653806731736555,-0.057462236495647,-0.1027664294589721,-0.0796158964438224,0.0206857047221466,9.399495300986136e-05,0.0160609280053142,-0.0438493325928008,0.0416819506443432,17,0,
-9.59506278642528e-05,0.7070867293846225,0.4999716428718423,0.0005485221890363,-1.499112686287316,0.7070867358948019,2.050751945710373,1.4551295604243513,1.6169386258342882,1.111199077945162,10.78952589556389,0.945251602249983,0.4714353079231653,0.3666719061624617,0.3381000693186337,0.326195137300372,0.3166711916857623,0.3428620421259385,0.361909933355157,0.4690543215195127,0.9381086430390254,0.968020619765297,0.283369389370754,-0.0403468658434467,-0.0722850605643331,-0.1085846544521036,-0.1017707160590054,-0.0098704055486976,-0.0462827068593355,0.0058324963578337,-0.0006316960989556,0.0199025763447726,0.0009658512161861,18,0,
-9.271472797928863e-05,0.7072782622218622,0.5002425402115773,0.0006582383369926,-1.498753729278648,0.7072782682986931,2.052433363097167,1.451283906977462,1.6124267145477946,1.1110346547602383,10.790432092799684,0.9420981868479104,0.4710490934239552,0.3758876604090145,0.330685979726918,0.316411764774677,0.3211698364254238,0.3354440513776652,0.368750552932894,0.4686700575985814,0.9420981868479108,0.9643474771715926,0.2985015874576966,-0.0355224107871981,-0.10642799600341,-0.0919033704569348,-0.0942781350592372,-0.0686090281680199,0.0312967701754988,0.0157855970773464,-0.0376611035616416,0.008576722870293,0.0144262579344404,19,0,
8.761133992044035e-05,0.7074268621062878,0.5004527652295487,-0.000206749917686,-1.498030646917618,0.7074268675314046,2.0392605060177305,1.444219224678822,1.604541002333526,1.1110093086389692,10.790767775292316,0.9769166293963812,0.4549366656502756,0.3591605255133754,0.3352164904791504,0.3256388764654604,0.3256388764654604,0.3376108939825729,0.371132543030488,0.452542262146853,0.9649446118792696,0.9415436169861774,0.3724011265341923,-0.1032928236430182,-0.0793535898381565,-0.1344051067852925,-0.0753125327796563,-0.0310046013992218,0.0315059222622298,-0.0481814489499514,0.0148227505514592,-0.0005132634032422,0.0104741045001908,20,0,
9.000789782109657e-05,0.7070238920817303,0.4998827839743983,-9.786797050973432e-05,-1.4987807438949037,0.7070238978109722,2.0472796739987995,1.4542558867306978,1.6155986085945924,1.1109452080174198,10.790798502405496,0.9468547883903508,0.4555397092759622,0.3792189202873195,0.3362884764812077,0.3195933038899421,0.3148232545781521,0.3362884764812076,0.3744488709755293,0.4555397092759625,0.96593498563751,0.9630174060285436,0.3600286881690557,-0.0721119828360456,-0.1679186560311822,-0.1033496349454892,-0.0373992998351771,-0.0280638103070661,-0.0210726721310017,-0.0150191543758712,-0.0067552750520151,0.0505712338878421,-0.0189078679661481,21,0,
0.0001089865630314,0.7069612604900222,0.499794223833641,0.0005564160713706,-1.498979848100252,0.7069612688908156,2.043786932687004,1.448060019657886,1.6088397498594185,1.1110311230328132,10.790524226634618,0.9460838207130864,0.4658746086844743,0.3822560891770045,0.3225285752430976,0.3249176758004539,0.3225285752430976,0.3416413797019478,0.3655323852755106,0.4658746086844743,0.9556402229425124,0.9442066213612788,0.3501449755306909,-0.0273531241509456,-0.1688809053751913,-0.0910980171286037,-0.0710369024245669,-0.041981040335037,-0.0367063751375193,0.0157234817037821,0.0438416344695311,-0.0132653723985612,-0.0047525581841082,22,0,
-2.761485207382428e-05,0.7071385041120222,0.5000448639977884,-0.000347115071064,-1.4998020375384091,0.7071385046512235,2.033000700506772,1.4401413587752216,1.599775489264195,1.1108461537586387,10.79068119167237,0.982326426155281,0.4563374595831378,0.3650699676665101,0.3362486544296805,0.3242397739143348,0.3218379978112655,0.3314451022235424,0.3722752959757175,0.4563374595831376,0.972719321743006,0.9706990552729317,0.2834878644180032,-0.0075721047307067,-0.1020358234894584,-0.1262771203339321,-0.0851436957946608,-0.0583390240026734,-0.0145880380859336,0.036476817096316,-0.0006140502396613,0.0078240549058677,-0.0030347238429357,23,0,
-0.0002325576183837,0.7070244195805421,0.4998835298832024,-0.0001654144291361,-1.4981844931857142,0.7070244578274844,2.0328595604303734,1.4381093793164366,1.5978144144920958,1.1110520781469142,10.790611995946517,0.9751887998501504,0.4587710856437899,0.3650953142296129,0.3386739428051015,0.3242622856644588,0.3242622856644588,0.3362719999483277,0.3650953142296129,0.4611730285005637,0.9703849141366028,0.946162067370508,0.3517905080311292,-0.0336114765445016,-0.165567102216533,-0.0858303636515676,-0.1014119726897179,-0.0293818082399715,0.0167712092376814,-0.0229476231419469,0.008167995993416,0.0351079772435912,-0.0207314399108832,24,0,
0.0003111386753877,0.7072463495193201,0.5001973989084043,0.0009384406139149,-1.4990840582555145,0.7072464179588892,2.0424231690106227,1.4510438094793765,1.6120920722137038,1.1109878707191554,10.790633258583046,0.9491062341596056,0.4590135943542679,0.3705578496089142,0.3466508915696292,0.310790454510702,0.3227439335303448,0.3323067167460583,0.3777299370206994,0.4518415069424822,0.9754038880028176,0.9776668264455212,0.2793148236986333,-0.0032382195854713,-0.1526385082546786,-0.089158995990878,-0.1004894223116349,0.0229715142022673,-0.0452735543201788,0.0064926302251919,-0.0021547445279392,-0.0248261322193717,0.0333870675860469,25,0,
-0.0003295163815466,0.7069213083694492,0.499737736226774,0.000858354113032,-1.4995384198209534,0.7069213851679829,2.036976310923512,1.4437961119513472,1.6039703115312038,1.1109396252379256,10.790482282862506,0.96362957903525,0.4698293469923109,0.352372010244233,0.3451807447290447,0.3212098596784166,0.3236069481834793,0.3260040366885424,0.3715487182847354,0.4602409929720594,0.9756150215605656,0.9494642839904162,0.3102513157882354,0.0521440277605774,-0.1980066485826964,-0.135763095028114,-0.0431119276133584,-0.0434754575752922,0.000453562348716,-0.0199480411525473,0.0132879745446612,0.0270954133505285,-0.0109499616650226,26,0,
-0.000282347451496,0.7068835773484136,0.4996843919248905,0.0010294752762378,-1.4994916708402122,0.7068836337368223,2.0461102967622367,1.448807148071963,1.609467447385411,1.110891431980613,10.790787959236749,0.9473959275643368,0.4677319944650127,0.3794356485711074,0.3269351185801364,0.3269351185801364,0.3173895676726873,0.3436398326681724,0.3603445467562089,0.4725047699187375,0.945009539837473,0.9688110604516548,0.3257363240099661,-0.0744141174412329,-0.1089672979597752,-0.0828014464077952,-0.1001709432352551,-0.0422805763728587,0.0136887527669113,-0.0270680776179967,0.0223769446800243,0.0046818828692787,0.0020622924772945,27,0,
-5.199069582204757e-05,0.706852067865255,0.499639845845387,0.0003690471726806,-1.4982238541179014,0.7068520697772763,2.052390330423136,1.4528992492093384,1.6138321504382578,1.11076673163435,10.791476029045567,0.94925519703571,0.4496471985958626,0.3735164559764575,0.3425883417873239,0.3235556561324725,0.3164183990119035,0.3402092560804673,0.3758955416833139,0.4615426271301449,0.9397388542082838,0.9348239417568452,0.3396628340573978,-0.0107873231814929,-0.086244621926569,-0.1943067842676999,-0.0998423954592556,0.0130754914163074,-0.0039335816871783,0.0148501382373521,0.0081897055127757,-0.0564861423341978,0.0422422188701292,28,0,
6.310238913642425e-05,0.7072533157179719,0.5002072525940653,0.0010051781324444,-1.4977550173768366,0.7072533185330252,2.039348591586601,1.4437842459137935,1.6043705261780616,1.1112259540985852,10.790194566762388,0.9768744334435197,0.4453398152463101,0.3782994129511667,0.3256248111478398,0.3352020114757175,0.3160476108199618,0.3375963115576869,0.3639336124593504,0.4764657163119127,0.9481428324598866,0.971611802530445,0.29811341038983,-0.0029198149125144,-0.1849115947894803,-0.0568589655018817,-0.0815827990515841,-0.03796543011405,-0.0220304607917505,-0.0217766577528195,0.0339876593047515,0.0075880344160667,-0.0004167219028297,29,0,
-9.044459469637665e-05,0.7068616935104048,0.4996534537523975,-0.0019850067068085,-1.497717640875228,0.7068616992967027,2.0476022092650377,1.450128980487852,1.611173177869203,1.1110550851326153,10.790592079098309,0.953859588137996,0.4506986553952034,0.3886977821662336,0.3219276109965736,0.3219276109965736,0.324312259966919,0.3410048027593336,0.3672359414331285,0.4602372512765831,0.9538595881379972,0.9483249324471428,0.3119138046913428,-0.0107525001727918,-0.1100220277731207,-0.0991404656380638,-0.1145116313141258,-0.0432612621592815,-0.0321456179361768,0.0395463614663212,0.0097634177467841,-0.0007240105472112,0.0008986313268937,30,0,
-0.000250617326067,0.7074067886527351,0.5004243646319754,0.0001862013570706,-1.4993945799015933,0.7074068330465995,2.042030116702456,1.444289055410382,1.6045220379705705,1.1109424612475929,10.790669699646354,0.956462387123838,0.4734488816262995,0.3610645511392486,0.3371529914611528,0.3228060556542952,0.3204148996864853,0.3299795235577241,0.3730203309782968,0.4734488816262997,0.949288919220408,0.9759394944015828,0.2517279804784439,0.0126748040561929,-0.0816592956864217,-0.1424770587069583,-0.0841594321565993,-0.043145970724723,-0.0221399546885139,-0.0031503339044959,0.026235300589486,0.0310000957262047,-0.0230866871082837,31,0,
0.0001435100002112,0.707154914655911,0.5000680733220086,-0.0007235031280134,-1.4999717435654358,0.7071549292178686,2.03756393582634,1.4413242205783594,1.6009602116227557,1.1107564757222628,10.790925775540137,0.9657480694965108,0.4625046585926218,0.3666487708014046,0.3378920044640398,0.3187208269057963,0.323513621295357,0.3307028128796986,0.3762343595805263,0.4672974529821824,0.95855887791217,0.9690487645648868,0.2847261174659288,0.0168417638676268,-0.1558456884004185,-0.0863202395789733,-0.0897410297995935,-0.0826465421102551,0.0258561504402221,-0.0316855753295198,0.0426528344196684,0.0495201822442308,-0.0436964302748209,32,0,
-0.0001364026708748,0.7068590910552337,0.4996497746074311,0.0002514569568673,-1.4984493569572432,0.7068591042160522,2.0450238059030625,1.453075718266529,1.614385243745389,1.1110124706173583,10.7904741713632,0.9646128540439628,0.4632051823874475,0.3605359924768275,0.3366594366836603,0.3247211587870766,0.3199458476284429,0.3366594366836605,0.3676989592147777,0.4751434602840309,0.940736298250796,0.9441451833637676,0.3242539750959892,-0.0066691549491436,-0.151430195234169,-0.0916692552618618,-0.0716751813916096,-0.0742208535507816,-0.0109553841208408,0.0186048201303084,-0.0020083191637124,0.0495834881471977,-0.0321839376638229,33,0,
0.0003077954277867,0.7073069040380967,0.5002830564999574,0.0001220153580737,-1.4990961244374477,0.7073069710090399,2.0389117963646197,1.4443337219230028,1.6044652557701276,1.1108687912056252,10.790722847150082,0.96989926980949,0.4598040982800547,0.3735908298525444,0.3256945696150385,0.3280893826269138,0.3256945696150389,0.3328790086506644,0.3735908298525442,0.4621989112919297,0.9531355787263628,0.9446529262182042,0.3576124331589567,-0.0577303272646972,-0.133132921200987,-0.0786173523067969,-0.1205381380703394,-0.0280973311995163,0.0077170567052223,0.0125205711452965,-0.0237172883971003,0.0108733757802473,0.0108146592157066,34,0,
2.135503659252483e-05,0.7070860207353085,0.499970640719293,0.0003875006825102,-1.49819660967889,0.7070860210577852,2.066514855567184,1.4634818841033674,1.626305799933393,1.111257896389871,10.789927530127668,0.9262273120580392,0.4654764808046778,0.366237840227031,0.3449724172461064,0.3166185199382073,0.330795468592157,0.3307954685921566,0.3709634897783475,0.4749277799073111,0.9120503634040892,0.972496450994612,0.286955029380404,0.0066976780008203,-0.1491302872132419,-0.1350507570233735,-0.0594516700849399,-0.0372095936973327,0.0135619818995368,0.0312746014433026,-0.0534993321815995,0.0035063665399825,0.0197855104238636,35,0,
-0.0001570861206325,0.7066062169193349,0.4992923457890541,-0.0004782579332681,-1.4984383913976136,0.7066062343802971,2.044015422371292,1.4470816420239228,1.6076357448091054,1.1109502726885734,10.790584780666247,0.9579222304636466,0.4634336975310409,0.3678803578339189,0.3296590219550703,0.3177148544929301,0.3320478554474982,0.3296590219550706,0.372658024818775,0.480155531978037,0.9412003960166516,0.951378613119501,0.326609880142937,-0.056349562438563,-0.097157633574763,-0.0989197408101006,-0.0733945532177891,-0.0873740664058149,0.0147039473102643,0.0430207339636796,-0.0526294557916915,0.0159877222419962,0.013254417813042,36,0,
3.07416767278499e-06,0.7071637278581723,0.5000805379982671,0.0005276353745825,-1.498684395890557,0.7071637278648542,2.048918618401696,1.4509895303666354,1.61210569857648,1.111038822016265,10.790449076449091,0.9413311588746912,0.4647077872925694,0.3717662298340555,0.3360194769653961,0.3384025938233067,0.3026558409546479,0.3360194769653961,0.3789155804077871,0.4575584367188373,0.9532467431642454,0.953426522784504,0.2955464205143402,0.032089047224231,-0.174530449714707,-0.097492327771505,-0.0633697420695973,-0.0537029212546566,-0.0108219902577399,-0.0101637475180831,0.0082730975249804,0.0323121174825893,-0.0129241363051216,37,0,
-6.661735487731735e-05,0.7070148238186715,0.4998699610993471,0.0006659335138734,-1.4991837615443742,0.707014826957129,2.0383856867815906,1.4441433540433235,1.604583276621968,1.111096950402772,10.790096937726462,0.9749404641070442,0.4575273431067455,0.366500960708545,0.330569493972413,0.330569493972413,0.3209877695094447,0.3257786317409286,0.3808735474029978,0.4647136364539721,0.9533815840653656,0.9707297732825554,0.2939952091750621,-0.0037772776673891,-0.1609263950940448,-0.1228263119001396,-0.0381738302825777,-0.0042999753489395,-0.0424017753841437,-0.0233467060172234,-0.0088154633751891,0.0592150371672274,-0.0202351759700414,38,0,
0.0002160797991331,0.7067830116499817,0.4995422255570181,-0.0006339202056468,-1.498208995781135,0.7067830446802595,2.0424179925273043,1.448137702094752,1.6090255431462572,1.1110998220809931,10.790440680560868,0.953890043383935,0.4566240558554676,0.3801215962357036,0.3299168571102331,0.3275261552471155,0.3227447515208804,0.3370889626995859,0.3657773850569978,0.4614054595817031,0.9610621489732863,0.9687591481579856,0.3127658590603827,-0.0478958020856978,-0.1244064436060935,-0.0820955750527479,-0.0923230965224423,-0.0338115160175089,-0.0082749828402718,-0.0203496808364589,0.0065431791218282,0.0264229818822595,-0.0025280198366386,39,0,
-7.449273240799342e-05,0.7064929439146019,0.4991322798011209,-0.0001313523717409,-1.4979727915526937,0.7064929478418649,2.054461584423448,1.4696201195904777,1.6332131030705073,1.111316510504508,10.789873273124147,0.91027118816866,0.4777141222503934,0.363633137832389,0.3469963276047633,0.313722707149512,0.3279828302017626,0.3351128917278879,0.3707631993585142,0.4658306863735179,0.9554282445007868,0.9651483673093167,0.3076574938722594,-0.047016124353369,-0.0871515863010623,-0.1440171350236671,-0.0461896353524363,-0.0453972612930456,-0.0054904016068403,-0.0159644581126618,0.0029542275533298,-0.0018471805188302,0.0198199594628951,40,0,
-0.0001862599548672,0.7068465688308172,0.4996320718678992,0.000294619267562,-1.4987346130357928,0.706846593371341,2.043389732818722,1.4456198916551315,1.606463274094169,1.1112625686513506,10.789732055374056,0.9462677231585842,0.4803025564517056,0.3703825684080319,0.3273703991735506,0.3273703991735506,0.3202017043011372,0.3297599641310216,0.3727721333655031,0.4611860367919365,0.9582155479459395,0.955393550044729,0.3040448171117544,-0.0082417084587465,-0.1247024180585688,-0.1143643005131388,-0.0892107458945412,-0.0243067203541947,-0.0292874453970206,0.0104979405698003,0.0246222402980933,-0.0102537069197068,0.0030552697812416,41,0,
1.4454360929470889e-05,0.7072633440200222,0.5002214377943843,-0.0008800823377671,-1.499062432609387,0.7072633441677244,2.04321164287394,1.4498520809482207,1.6105864506087886,1.1108625988628065,10.79109151906881,0.955909294473662,0.4612262345835419,0.3823637177894646,0.3321784798295976,0.3202296136486768,0.3226193868848608,0.3345682530657819,0.3704148516085438,0.46600578105591,0.9487399747651112,0.955450042708602,0.2983921780336694,0.0295697419566044,-0.1499214075678888,-0.1475562159151175,-0.0735845813062076,-0.0127846972088926,0.0106221824532777,-0.0365222478414144,0.0099276887578796,0.0155601345801913,0.0013147568967967,42,0,
0.000229878570969,0.706906737808621,0.4997171359592265,0.000901589855931,-1.499025701158523,0.7069067751856563,2.048741142390788,1.4509891944460034,1.6119490648353323,1.1109311296082975,10.7907833308114,0.9485626733361674,0.4528314269695274,0.3789484046744992,0.3360485852773859,0.3217486454783482,0.3169819988786693,0.3336652619775463,0.3813317279743386,0.4575980735692063,0.9533293199358466,0.942799602492471,0.340384982416507,-0.0390740144920973,-0.1281822486125044,-0.0915630593399812,-0.067420872809087,-0.0696244655583921,-0.0187030330342992,-0.0085934123340166,0.069435666022534,-0.0542928299776839,0.0261110745142171,43,0,
