equipment_id,equipment_type,timestamp,operating_hours,motor_speed_rpm,flow_rate_m3h,discharge_pressure_bar,suction_pressure_bar,motor_power_kw,temperature_c,vibration_rms_mms,vibration_peak_mms,freq1_amp,freq2_amp,bearing_freq_amp,pipe_thickness_mm,thickness_loss_mm,corrosion_rate_mm_year,remaining_life_years,last_maintenance_date,maintenance_type,downtime_hours,replaced_components,equipment_condition,days_to_failure,maintenance_urgency,bearing_condition,seal_degradation,installation_date,design_lifetime_years,criticality_level
COMP_001,Screw Compressor,2022-01-01 11:00:00,11.0,1983.968813615936,222.03211941574492,7.217018061537744,2.1382548514998807,182.8061445545502,79.33855079514134,1.459163666131992,2.8196310161790312,1.2412444063316803,0.3547809619290141,0.1524386355633864,,,,,,,0.0,,Normal,360.3229166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 11:15:00,11.25,1698.7254387050468,240.1650797135974,19.8467551577322,2.2972075185184577,,,2.0314202473762446,3.6631138236133847,1.1799425807996289,0.0909032329691543,0.0262658653442145,,,,,,,0.0,,Normal,360.3125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 11:30:00,11.5,2088.8818923558515,66.18634950073846,18.86325423856859,1.879799167714899,157.93418099309454,81.14231335095985,1.3561388425073004,3.8699876029082856,0.67155032858332,0.2319210398878206,0.0841772266745335,,,,,,,0.0,,Normal,360.3020833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 11:45:00,11.75,2114.1872610356736,192.31902937783863,14.715120740862512,1.1715012707641377,189.80012317729103,78.30376915004403,9.73632076011775,,0.3961746282338833,0.4189568007130815,0.1161494599822147,,,,,,,0.0,,Normal,360.2916666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 12:00:00,12.0,1828.8036840772045,190.6104184113512,8.144311918230756,2.8094648783444405,168.13768007033306,78.5314088478667,0.923419151354576,1.9638809201477716,1.0598547255538946,0.1933059967921034,0.1403963663669614,,,,,,,0.0,,Normal,360.28125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 12:15:00,12.25,1788.7170241247252,279.0203429079728,,2.868068844505029,120.1843890609733,79.41037131669566,2.079136350139238,5.783947545304099,1.2609833079580723,0.2663385134104855,0.0808215797151626,,,,,,,0.0,,Normal,360.2708333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 12:30:00,12.5,1973.223273977523,76.81298337845774,19.95099021846085,3.660679290910168,100.12784940351348,81.31549227019912,1.451436729678593,2.415460586992233,1.0848026688625076,,0.2603918250311501,,,,,,,0.0,,Normal,360.2604166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 12:45:00,12.75,1575.285495685324,286.0348945032496,,2.2704748877010323,159.2135380281881,80.44295507739002,1.4834286102601877,3.1331144912532998,0.4706349295022118,0.4026282800650825,,,,,,,,0.0,,Normal,360.25,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 13:00:00,13.0,1452.5154486102567,182.85851252061715,14.051223755590891,,123.65626085440412,81.29123439480574,1.8965998812330656,4.63030269356068,0.331177370941924,0.2026040471547831,0.1194729890380462,,,,,,,0.0,,Normal,360.2395833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 13:15:00,13.25,1870.9674002183688,281.9653203141845,14.111652701686952,,160.28739851563415,79.11548107261268,1.2375402949419458,2.81790418025692,0.4542863802080157,0.1118336519507856,0.1565166700587846,,,,,,,0.0,,Normal,360.2291666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 13:30:00,13.5,1697.0063485714268,145.27287202702706,15.71589070492212,2.635589200160034,102.35544228074232,78.56222449748229,1.942452488471181,5.704678631078327,1.1986270494451716,0.1148767440555764,0.1089988306830353,,,,,,,0.0,,Normal,360.21875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 13:45:00,13.75,1642.2732036092957,216.94336868311208,16.634010763736775,3.000748204043175,95.57927703377196,78.53677182176943,7.211608352115744,3.971138115522717,,0.364318162764683,0.0378678275747765,,,,,,,0.0,,Normal,360.2083333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 14:00:00,14.0,1823.9170782040576,133.74548966429813,6.385280433083818,2.451808400330447,234.6442566491966,78.97980739319742,1.9485406343621543,4.665826138505275,0.6077446780164082,0.1586622337403137,0.1048076632397337,,,,,,,0.0,,Normal,360.1979166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 14:15:00,14.25,1841.0306096739132,224.2804161847524,17.648388168467612,1.618568447832318,149.5279425858815,79.33651903440361,1.7144227743602969,2.6745261281164336,0.7609108916049498,0.1707289217499871,0.1627585453244843,,,,,,,0.0,,Normal,360.1875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 14:30:00,14.5,1898.8736591367829,201.52685461226216,15.838962027594883,3.074413441044228,188.2215257012422,77.44341977483641,1.4964820293168517,2.4674119321102626,0.6350644546019286,0.1385053719589989,0.2362308424174651,,,,,,,0.0,,Normal,360.1770833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 14:45:00,14.75,,118.8979816114096,12.064521554898617,2.1120280694949907,99.89827611384436,81.79935459725414,0.906588015573004,,0.5835268015313675,0.3154540099278937,0.1033147897360405,,,,,,,0.0,,Normal,360.1666666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 15:00:00,15.0,1775.337171570681,288.5132772896303,15.268376737474869,3.613510720118538,101.900744313317,78.3440806513543,1.8219444782514695,3.7559564325699246,0.8478605819106474,0.5805255582646602,0.1226075320988561,,,,,,,0.0,,Normal,360.15625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 15:15:00,15.25,1514.3468455133084,238.52431109401363,11.232311514622646,2.734672132477208,199.0235826815968,80.5677638257595,1.128993798197592,1.7051223632946355,0.1198194180944151,0.1975715752266731,0.1534564841888104,,,,,,,0.0,,Normal,360.1458333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 15:30:00,15.5,1804.743705716108,297.3458548913186,9.709984905053222,1.9842360064644224,120.29800243607556,82.32934594478901,1.7765522996696672,5.119328118476004,,0.2219818026807769,0.316216063683136,,,,,,,0.0,,Normal,360.1354166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 15:45:00,15.75,1826.4218417007264,144.80209580529925,13.923017389777286,1.4162394943742032,227.18123870607903,81.99421258660901,1.629779746843523,4.412160420773899,1.029477103537779,0.190610422624918,0.0513940338014424,,,,,,,0.0,,Normal,360.125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 16:00:00,16.0,1683.2799620011397,209.06934272738704,9.749738540762,2.8497377377273545,120.0797282910962,79.46213165546628,1.6330174910664776,4.347407784090367,0.9272133793003988,0.1791901890995759,0.1119784617737218,,,,,,,0.0,,Normal,360.1145833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 16:15:00,16.25,1726.3122639194653,146.6973417304432,13.83996173050232,2.2623841848760717,239.6570799701356,81.86877154366756,1.3834829349599016,3.939836494238994,,0.2839050654702725,0.0693509023151055,,,,,,,0.0,,Normal,360.1041666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 16:30:00,16.5,1780.9452796176795,,8.80435239169301,1.2436833516785262,215.2537526645617,80.00889073197034,1.259384993019628,2.371472083435647,,0.2191797836789518,0.09803860536872,,,,,,,0.0,,Normal,360.09375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 16:45:00,16.75,1939.9404053386436,124.407329108663,9.685538979538023,,211.79169202085205,80.40306883450349,1.0739794629664623,2.2606600387562263,1.235088622449771,0.1260268333847077,0.1544301929417915,,,,,,,0.0,,Normal,360.0833333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 17:00:00,17.0,2008.6004911046332,161.81593844338494,15.279671136174189,1.4939380257876036,210.27956233315896,81.8829232337521,1.4170029806966808,2.7597457085705943,0.1184473524973029,0.3576544696290971,0.1348917714827544,,,,,,,0.0,,Normal,360.0729166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 17:15:00,17.25,1740.2018976205302,117.39681236656268,14.461902652319248,2.7549072686503293,227.7713054264985,79.07209332356763,1.2580624812090515,3.770314876616153,0.6727177355903549,0.1545818257046658,0.1126760000682936,,,,,,,0.0,,Normal,360.0625,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 17:30:00,17.5,2045.6780342975192,87.6459907510312,12.657567251015784,3.052561992231039,111.067378814029,79.6917579734692,8.219022827568818,3.427714283456569,1.199514095282207,,0.187873492068347,,,,,,,0.0,,Normal,360.0520833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 17:45:00,17.75,2057.702663036091,116.79940279928634,,3.84219782648246,163.89215298245395,,1.9213105683978895,5.628452788463635,0.8148121539786493,0.2667239377307179,0.0551081672944859,,,,,,,0.0,,Normal,360.0416666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 18:00:00,18.0,1491.3013237647035,225.54536187955927,12.825273514537637,2.774143594095332,177.28865358113373,81.13426686798694,1.5918618920187335,2.3918842954540884,0.4451869699955803,0.0263308807384464,0.0946153833349246,,,,,,,0.0,,Normal,360.03125,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 18:15:00,18.25,1890.2902749467503,220.3477908566913,,3.322614338086157,121.61577811240274,80.27360774888481,1.8913923199036864,5.2621294543645165,0.5418998606247108,0.4982774017779828,0.1076311428398028,,,,,,,0.0,,Normal,360.0208333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 18:30:00,18.5,1740.0577046804294,168.52395732946468,8.167919447087755,1.1470687860370896,179.4519841110455,80.00973186871721,1.112475118932176,2.6789306696068413,0.5040362069544246,0.2483000133880872,0.1335594975686594,,,,,,,0.0,,Normal,360.0104166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 18:45:00,18.75,,98.20239850415668,13.717106775066627,3.165571530814734,231.52467719968337,78.24559447086932,1.6216409961729676,,1.205608817022387,,0.2582935167861452,,,,,,,0.0,,Normal,360.0,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 19:00:00,19.0,1693.158107310335,217.331405465207,8.594876554301589,3.698181179266505,230.24024754730263,77.99209233143102,1.7542958003741411,,0.8630081624875113,0.3795720034689168,0.1620622262875266,,,,,,,0.0,,Normal,359.9895833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 19:15:00,19.25,1732.372165601695,85.13459846477049,12.740339173445165,3.0096119110561155,140.7649107538494,82.20482115706119,1.6930895782506157,4.477521637403312,0.9004870071140365,0.2083867078973443,0.2791131355110791,,,,,,,0.0,,Normal,359.9791666666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 19:30:00,19.5,1493.0891487856777,233.1890219889898,19.918264085929174,3.069870119800656,164.7110445134305,80.12612307629325,1.435972445516191,2.220467726810748,0.8728185459537131,0.1164901899793904,0.077438781200123,,,,,,,0.0,,Normal,359.96875,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 19:45:00,19.75,1546.2622292464694,66.39599645263087,8.96833313845563,,132.82083829703464,81.62746049218707,1.6671985161398768,2.647798944141286,1.162445448277545,0.257124474716175,0.1167397831878705,,,,,,,0.0,,Normal,359.9583333333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 20:00:00,20.0,1848.603504107033,294.8962431886363,13.171024945969808,1.200858615184324,168.86784025082105,78.07836130162438,0.8740117575202966,,0.187658578798218,0.2756389917785274,0.0129843959580338,,,,,,,0.0,,Normal,359.9479166666667,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 20:15:00,20.25,2040.9873163922373,,6.318426443606667,2.201014675044324,104.09742706175126,78.70605185799056,1.1968684830587442,,1.7184457811795133,0.3231561318502201,0.1950953966023014,,,,,,,0.0,,Normal,359.9375,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 20:30:00,20.5,1633.90362858782,178.9023958440386,11.977697468681416,2.4591080259172875,158.17089032288104,79.1992062009835,1.48376484159315,3.37216503040816,0.7419354205668622,0.0681478429291428,0.1218034727089046,,,,,,,0.0,,Normal,359.9270833333333,Low,Normal,Low,2020-01-15,20,High
COMP_001,Screw Compressor,2022-01-01 20:45:00,20.75,1498.998941362195,294.8677609837369,14.075922664611412,2.1500232113296014,190.86403770563564,82.80333498213625,1.4414608445449455,2.9953869479025665,0.7763912815257212,,,,,,,,,0.0,,Normal,359.9166666666667,Low,Normal,Low,2020-01-15,20,High
