equipment_id,timestamp,material,grade,pipe_size_mm,thickness_mm,max_pressure_psi,time_years,thickness_loss_mm,material_loss_percent,condition,corrosion_rate_mm_year,remaining_thickness_mm,remaining_life_years,safety_margin_percent,pressure_thickness_ratio,loss_rate_severity,risk_score,condition_predicted,ambient_temp_c,humidity_percent,rainfall_mm,operating_speed_rpm,load_percent,operating_mode
PIPE-002,2026-12-30,Stainless Steel,ASTM A333 Grade 6,1000,32.89,600,7,0.84,2.55,Normal,0.12,32.05,184.85833333333335,97.44603222864092,18.720748829953198,Low,3.4975481050862594,Normal,,,,,,
PIPE-001,2035-12-28,Carbon Steel,ASTM A106 Grade B,250,12.89,300,16,4.19,32.51,Moderate,0.261875,8.7,18.455369928400952,67.49418153607448,34.48275862068966,Low,18.127041584132154,Normal,,,,,,
PIPE-002,2022-12-31,Stainless Steel,ASTM A333 Grade 6,1000,32.87,600,3,8.39,25.52,Critical,2.796666666666667,24.479999999999997,5.227294398092967,74.47520535442652,24.50980392156863,High,53.51080622408472,Moderate,27.7,81.8,0.0,,,
PIPE-004,2031-12-29,HDPE,ASTM A106 Grade B,1500,28.73,300,12,1.97,6.86,Normal,0.16416666666666666,26.76,110.50355329949241,93.14305603898364,11.210762331838565,Low,4.882709831808649,Normal,,,,,,
PIPE-004,2022-12-31,HDPE,API 5L X42,100,4.62,1500,3,1.79,38.74,Normal,0.5966666666666667,2.83,2.420111731843576,61.25541125541125,530.035335689046,Moderate,52.10670212097028,Moderate,27.7,81.8,0.0,,,
PIPE-005,2023-12-31,Fiberglass,API 5L X65,150,6.81,1500,4,5.52,81.06,Critical,1.38,1.29,0.0,18.942731277533042,1162.7906976744187,Moderate,77.17031718061675,Critical,20.8,64.9,0.0,,,
PIPE-002,2033-12-28,Stainless Steel,ASTM A106 Grade B,1500,30.19,150,14,0.22,0.73,Normal,0.015714285714285715,29.970000000000002,1330.8272727272729,99.27128188141769,5.005005005005005,Low,0.7876977621638088,Normal,,,,,,
PIPE-004,2036-12-27,HDPE,ASTM A333 Grade 6,1000,24.79,1500,17,4.76,19.2,Moderate,0.27999999999999997,20.03,44.97500000000001,80.79870915691812,74.88766849725411,Low,15.136897848064526,Normal,,,,,,
PIPE-004,2033-12-28,HDPE,API 5L X42,250,7.16,2500,14,4.96,69.27,Moderate,0.35428571428571426,2.2,0.14677419354838725,30.726256983240223,1136.3636363636363,Low,62.6415187034987,Moderate,,,,,,
PIPE-003,2043-12-26,PVC,ASTM A106 Grade B,150,5.97,150,24,0.2,3.35,Normal,0.008333333333333333,5.77,477.47999999999996,96.64991624790619,25.996533795493935,Low,3.2055943060188317,Normal,,,,,,
PIPE-001,2032-12-28,Carbon Steel,API 5L X65,250,13.7,2500,13,5.94,43.36,Critical,0.45692307692307693,7.759999999999999,7.988215488215487,56.64233576642336,322.1649484536083,Low,46.756431339409446,Moderate,,,,,,
PIPE-001,2038-12-27,Carbon Steel,API 5L X42,300,9.65,900,19,5.04,52.23,Critical,0.26526315789473687,4.61,6.465277777777779,47.7720207253886,195.22776572668113,Low,49.109431049323526,Moderate,,,,,,
PIPE-003,2020-12-31,PVC,ASTM A333 Grade 6,50,4.55,600,1,8.91,195.82,Critical,8.91,-4.36,0.0,-95.82417582417584,-137.61467889908255,High,100.0,Critical,,,,,,
PIPE-003,2020-12-31,PVC,ASTM A333 Grade 6,50,4.05,150,1,9.53,235.31,Critical,9.53,-5.4799999999999995,0.0,-135.30864197530863,-27.37226277372263,High,100.0,Critical,,,,,,
PIPE-005,2034-12-28,Fiberglass,API 5L X65,50,4.11,150,15,3.39,82.48,Moderate,0.226,0.7200000000000002,0.0,17.518248175182485,208.3333333333333,Low,66.12843795620438,Moderate,,,,,,
PIPE-003,2024-12-30,PVC,ASTM A106 Grade B,150,8.15,150,5,0.2,2.45,Normal,0.04,7.95,137.62500000000003,97.54601226993866,18.867924528301888,Low,2.6735912721379784,Normal,,,,,,
PIPE-005,2028-12-29,Fiberglass,ASTM A333 Grade 6,1000,17.26,1500,9,5.56,32.21,Critical,0.6177777777777778,11.700000000000003,10.557194244604322,67.78679026651217,128.20512820512818,Moderate,36.51027058193003,Normal,,,,,,
PIPE-005,2033-12-28,Fiberglass,ASTM A333 Grade 6,250,7.17,150,14,2.91,40.59,Moderate,0.20785714285714288,4.26,10.146391752577319,59.41422594142259,35.21126760563381,Low,28.778468261060997,Normal,,,,,,
PIPE-005,2029-12-29,Fiberglass,ASTM A333 Grade 6,1200,24.53,600,10,4.93,20.1,Moderate,0.493,19.6,24.829614604462478,79.90216061964941,30.612244897959183,Low,14.260378212434585,Normal,,,,,,
PIPE-001,2020-12-31,Carbon Steel,API 5L X65,600,17.32,150,1,7.74,44.69,Critical,7.74,9.58,0.5664082687338502,55.311778290993075,15.657620041753653,High,66.24896866164941,Moderate,,,,,,
PIPE-001,2030-12-29,Carbon Steel,ASTM A106 Grade B,1000,30.64,2500,11,1.06,3.46,Normal,0.09636363636363637,29.580000000000002,211.57358490566037,96.54046997389034,84.51656524678836,Low,8.513261263672906,Normal,,,,,,
PIPE-002,2042-12-26,Stainless Steel,ASTM A106 Grade B,100,5.96,150,23,0.45,7.55,Normal,0.01956521739130435,5.51,190.23555555555552,92.4496644295302,27.22323049001815,Low,4.879978353281855,Normal,,,,,,
PIPE-001,2024-12-30,Carbon Steel,API 5L X42,400,12.67,150,5,0.37,2.92,Normal,0.074,12.3,114.85135135135137,97.07971586424625,12.195121951219512,Low,2.6767051802799,Normal,,,,,,
PIPE-001,2028-12-29,Carbon Steel,ASTM A333 Grade 6,800,21.57,150,9,6.17,28.6,Critical,0.6855555555555556,15.4,13.024473257698542,71.39545665275845,9.74025974025974,Moderate,24.572737615186885,Normal,,,,,,
PIPE-005,2021-12-31,Fiberglass,API 5L X42,50,3.6,2500,2,7.69,213.61,Critical,3.845,-4.09,0.0,-113.61111111111111,-611.2469437652812,High,78.92025699538169,Critical,,,,,,
PIPE-003,2020-12-31,PVC,API 5L X65,1500,21.15,600,1,0.93,4.4,Normal,0.93,20.22,14.919354838709676,95.60283687943263,29.67359050445104,Moderate,18.145455229265995,Normal,,,,,,
PIPE-003,2024-12-30,PVC,API 5L X52,800,29.98,1500,5,1.84,6.14,Normal,0.368,28.14,52.027173913043484,93.86257505003336,53.304904051172706,Low,9.826224041329615,Normal,,,,,,
PIPE-002,2038-12-27,Stainless Steel,API 5L X65,800,28.85,2500,19,9.51,32.96,Critical,0.5005263157894737,19.340000000000003,21.347528916929555,67.0363951473137,129.2657704239917,Moderate,26.23709715286569,Normal,,,,,,
PIPE-004,2034-12-28,HDPE,ASTM A333 Grade 6,600,12.82,300,15,9.19,71.68,Critical,0.6126666666666666,3.630000000000001,0.0,28.315132605304218,82.64462809917353,Moderate,57.414230622778625,Moderate,,,,,,
PIPE-001,2036-12-27,Carbon Steel,API 5L X52,150,6.12,1500,17,6.31,103.1,Critical,0.3711764705882353,-0.1899999999999995,0.0,-3.1045751633986844,-7894.736842105284,Low,-532.3073546611643,Normal,,,,,,
PIPE-001,2044-12-25,Carbon Steel,API 5L X42,1500,34.37,900,25,0.83,2.41,Normal,0.0332,33.54,699.6686746987951,97.58510328775095,26.833631484794275,Low,3.189246539421833,Normal,,,,,,
PIPE-005,2038-12-27,Fiberglass,API 5L X65,100,6.71,300,19,0.59,8.79,Normal,0.031052631578947366,6.12,132.25932203389831,91.20715350223547,49.01960784313725,Low,7.064208528465898,Normal,,,,,,
PIPE-005,2030-12-29,Fiberglass,API 5L X42,800,18.86,900,11,3.96,21.0,Moderate,0.36,14.899999999999999,25.67222222222222,79.00318133616119,60.40268456375839,Low,15.47940600824158,Normal,,,,,,
PIPE-005,2040-12-26,Fiberglass,ASTM A106 Grade B,250,12.79,2500,21,0.02,0.16,Normal,0.0009523809523809524,12.77,9379.65,99.84362783424551,195.77133907595928,Low,14.747467281659377,Normal,,,,,,
PIPE-004,2020-12-31,HDPE,ASTM A333 Grade 6,1200,24.48,900,1,6.35,25.94,Critical,6.35,18.130000000000003,1.698582677165355,74.06045751633988,49.641478212906776,High,61.10341380971768,Moderate,,,,,,
PIPE-004,2023-12-31,HDPE,ASTM A333 Grade 6,50,5.73,1500,4,3.89,67.89,Moderate,0.9725,1.8400000000000003,0.12442159383033441,32.111692844677144,815.2173913043476,Moderate,68.36165519500038,Moderate,20.8,64.9,0.0,,,
PIPE-001,2020-12-31,Carbon Steel,API 5L X52,600,28.18,1500,1,1.67,5.93,Normal,1.67,26.509999999999998,10.81197604790419,94.07381121362668,56.58242172764995,High,32.206252778262886,Normal,,,,,,
PIPE-003,2028-12-29,PVC,API 5L X65,1500,36.91,2500,9,9.53,25.82,Critical,1.0588888888888888,27.379999999999995,15.400104931794331,74.18043890544568,91.30752373995618,Moderate,31.07373851122985,Normal,,,,,,
PIPE-004,2032-12-28,HDPE,API 5L X52,600,10.56,150,13,6.37,60.32,Critical,0.49,4.19,2.0857142857142863,39.678030303030305,35.79952267303102,Low,46.61174233900546,Moderate,,,,,,
PIPE-003,2038-12-27,PVC,ASTM A333 Grade 6,500,24.81,300,19,0.87,3.51,Normal,0.045789473684210526,23.939999999999998,360.2793103448276,96.49334945586456,12.531328320802006,Low,2.6254069969361145,Normal,,,,,,
PIPE-002,2026-12-30,Stainless Steel,ASTM A106 Grade B,800,19.87,600,7,4.65,23.4,Moderate,0.6642857142857144,15.22,13.938279569892472,76.59788626069451,39.42181340341656,Moderate,23.851742013047286,Normal,,,,,,
PIPE-001,2030-12-29,Carbon Steel,API 5L X52,1000,31.7,600,11,4.1,12.93,Moderate,0.3727272727272727,27.6,48.534146341463426,87.06624605678233,21.73913043478261,Low,9.884145995685838,Normal,,,,,,
PIPE-004,2033-12-28,HDPE,ASTM A106 Grade B,300,14.23,900,14,1.51,10.61,Normal,0.10785714285714286,12.72,78.35364238410597,89.3886156008433,70.75471698113208,Low,10.099021301945513,Normal,,,,,,
PIPE-002,2021-12-31,Stainless Steel,ASTM A106 Grade B,600,28.35,150,2,9.06,31.96,Critical,4.53,19.29,2.3807947019867544,68.04232804232804,7.776049766718508,High,59.38782701993512,Moderate,,,,,,
PIPE-003,2044-12-25,PVC,API 5L X52,1000,33.18,2500,25,3.64,10.97,Moderate,0.1456,29.54,134.51923076923075,89.0295358649789,84.63100880162492,Low,11.642941693877146,Normal,,,,,,
PIPE-004,2024-12-30,HDPE,API 5L X65,400,13.52,900,5,0.36,2.66,Normal,0.072,13.16,126.44444444444444,97.33727810650889,68.38905775075987,Low,6.780859804679766,Normal,,,,,,
PIPE-003,2028-12-29,PVC,API 5L X65,300,17.13,150,9,6.28,36.66,Critical,0.6977777777777778,10.849999999999998,8.184554140127386,63.33917104495037,13.824884792626731,Moderate,32.6612972358598,Normal,,,,,,
PIPE-005,2024-12-30,Fiberglass,API 5L X42,100,4.43,150,5,5.55,125.28,Critical,1.1099999999999999,-1.12,0.0,-25.28216704288939,-133.92857142857142,Moderate,64.90389890357949,Moderate,,,,,,
PIPE-005,2035-12-28,Fiberglass,API 5L X65,500,22.0,900,16,0.18,0.82,Normal,0.01125,21.82,1352.888888888889,99.18181818181819,41.24656278643446,Low,3.492537663528039,Normal,,,,,,
PIPE-005,2032-12-28,Fiberglass,ASTM A106 Grade B,50,4.71,300,13,9.97,211.68,Critical,0.7669230769230769,-5.260000000000001,0.0,-111.67728237791934,-57.03422053231938,Moderate,97.47898482378666,Critical,,,,,,
PIPE-001,2040-12-26,Carbon Steel,ASTM A333 Grade 6,50,5.89,1500,21,4.68,79.46,Moderate,0.22285714285714284,1.21,0.0,20.54329371816638,1239.6694214876034,Low,65.03874799902984,Moderate,,,,,,
PIPE-003,2042-12-26,PVC,ASTM A333 Grade 6,150,6.26,150,23,5.72,91.37,Critical,0.24869565217391304,0.54,0.0,8.626198083067093,277.77777777777777,Low,69.46740700097236,Moderate,,,,,,
PIPE-005,2025-12-30,Fiberglass,API 5L X52,300,8.07,600,6,3.18,39.41,Moderate,0.53,4.890000000000001,4.658490566037737,60.59479553903346,122.69938650306747,Moderate,43.63626453693396,Moderate,,,,,,
PIPE-001,2044-12-25,Carbon Steel,ASTM A333 Grade 6,300,16.31,2500,25,5.54,33.97,Critical,0.2216,10.77,26.520758122743683,66.03310852237891,232.12627669452183,Low,29.10472286940527,Normal,,,,,,
PIPE-001,2021-12-31,Carbon Steel,API 5L X52,300,14.96,2500,2,0.63,4.21,Normal,0.315,14.33,31.24444444444444,95.78877005347593,174.45917655268667,Low,17.70824572808252,Normal,,,,,,
PIPE-004,2031-12-29,HDPE,ASTM A333 Grade 6,300,9.27,1500,12,0.33,3.56,Normal,0.0275,8.94,223.96363636363637,96.44012944983818,167.78523489932886,Low,14.104860254990118,Normal,,,,,,
PIPE-004,2028-12-29,HDPE,ASTM A333 Grade 6,500,14.33,300,9,0.23,1.61,Normal,0.025555555555555557,14.1,383.5173913043478,98.39497557571528,21.27659574468085,Low,2.413556342477799,Normal,,,,,,
PIPE-002,2041-12-26,Stainless Steel,ASTM A106 Grade B,250,6.79,1500,22,3.79,55.82,Moderate,0.17227272727272727,3.0,5.589973614775726,44.18262150220913,500.0,Low,50.66909828239926,Moderate,,,,,,
PIPE-004,2021-12-31,HDPE,API 5L X42,50,4.96,2500,2,7.04,141.94,Critical,3.52,-2.08,0.0,-41.935483870967744,-1201.923076923077,High,9.533640198511167,Normal,,,,,,
PIPE-005,2033-12-28,Fiberglass,ASTM A333 Grade 6,250,12.43,1500,14,2.92,23.49,Moderate,0.20857142857142857,9.51,27.717123287671235,76.50844730490748,157.72870662460568,Low,22.13725545633284,Normal,,,,,,
PIPE-005,2028-12-29,Fiberglass,ASTM A106 Grade B,500,13.73,2500,9,8.6,62.64,Critical,0.9555555555555555,5.130000000000001,1.0580232558139546,37.363437727603795,487.3294346978557,Moderate,65.42067286784065,Moderate,,,,,,
PIPE-003,2027-12-30,PVC,ASTM A106 Grade B,100,4.03,2500,8,0.59,14.64,Normal,0.07375,3.4400000000000004,30.250847457627124,85.35980148883375,726.7441860465116,Low,20.861549627791558,Normal,,,,,,
PIPE-005,2041-12-26,Fiberglass,ASTM A333 Grade 6,500,24.1,900,22,0.47,1.95,Normal,0.021363636363636362,23.630000000000003,767.6595744680852,98.04979253112035,38.08717731696995,Low,3.7527265296290224,Normal,,,,,,
PIPE-005,2029-12-29,Fiberglass,ASTM A106 Grade B,100,7.55,1500,10,7.12,94.3,Critical,0.712,0.4299999999999997,0.0,5.695364238410592,3488.372093023258,Moderate,75.12615894039736,Critical,,,,,,
PIPE-001,2029-12-29,Carbon Steel,ASTM A333 Grade 6,1200,31.11,2500,10,8.01,25.75,Critical,0.8009999999999999,23.1,17.187265917603,74.25265188042431,108.22510822510822,Moderate,27.95145422917404,Normal,,,,,,
PIPE-002,2041-12-26,Stainless Steel,API 5L X42,400,14.91,2500,22,8.8,59.02,Critical,0.4,6.109999999999999,4.0924999999999985,40.97920858484238,409.1653027823241,Low,55.564697853789404,Moderate,,,,,,
PIPE-004,2026-12-30,HDPE,ASTM A333 Grade 6,1200,27.92,1500,7,8.04,28.8,Critical,1.1485714285714284,19.880000000000003,10.015920398009955,71.20343839541547,75.45271629778671,Moderate,37.207888011184465,Normal,,,,,,
PIPE-001,2032-12-28,Carbon Steel,ASTM A333 Grade 6,1000,20.11,900,13,3.18,15.81,Moderate,0.24461538461538462,16.93,44.54748427672956,84.18697165589259,53.16007088009451,Low,11.967416248187785,Normal,,,,,,
PIPE-001,2026-12-30,Carbon Steel,API 5L X42,200,6.69,2500,7,6.56,98.06,Critical,0.937142857142857,0.13000000000000078,0.0,1.943198804185363,19230.769230769114,Moderate,78.69162887038223,Critical,,,,,,
PIPE-005,2033-12-28,Fiberglass,ASTM A333 Grade 6,300,11.47,900,14,5.22,45.51,Critical,0.37285714285714283,6.250000000000001,7.533716475095788,54.48997384481255,143.99999999999997,Low,42.9233614922725,Moderate,,,,,,
PIPE-002,2029-12-29,Stainless Steel,API 5L X52,1500,28.64,2500,10,2.39,8.34,Moderate,0.23900000000000002,26.25,73.88284518828452,91.65502793296089,95.23809523809524,Low,12.453100159616922,Normal,,,,,,
PIPE-003,2036-12-27,PVC,API 5L X65,800,19.01,1500,17,5.25,27.62,Critical,0.3088235294117647,13.760000000000002,26.08933333333334,72.38295633876906,109.01162790697673,Low,20.930368302448635,Normal,,,,,,
PIPE-004,2044-12-25,HDPE,API 5L X65,150,5.34,300,25,6.94,129.96,Critical,0.2776,-1.6000000000000005,0.0,-29.962546816479414,-187.49999999999994,Low,54.20013670411986,Moderate,,,,,,
PIPE-002,2041-12-26,Stainless Steel,ASTM A333 Grade 6,600,23.37,900,22,8.45,36.16,Critical,0.38409090909090904,14.920000000000002,20.591479289940835,63.84253316217373,60.32171581769436,Low,21.020404486692737,Normal,,,,,,
PIPE-001,2021-12-31,Carbon Steel,API 5L X42,600,14.07,600,2,6.0,42.64,Critical,3.0,8.07,1.2830000000000001,57.356076759061835,74.34944237918215,High,69.21818898867319,Moderate,,,,,,
PIPE-001,2022-12-31,Carbon Steel,API 5L X65,200,10.46,1500,3,6.02,57.55,Critical,2.0066666666666664,4.440000000000001,0.6488372093023261,42.44741873804972,337.83783783783775,High,74.5609747728519,Critical,27.7,81.8,0.0,,,
PIPE-001,2040-12-26,Carbon Steel,ASTM A333 Grade 6,50,4.77,1500,21,8.5,178.2,Critical,0.40476190476190477,-3.7300000000000004,0.0,-78.19706498951784,-402.1447721179624,Low,56.25602738615132,Moderate,,,,,,
PIPE-003,2032-12-28,PVC,ASTM A106 Grade B,1500,32.08,2500,13,9.73,30.33,Critical,0.7484615384615385,22.349999999999998,17.002877697841726,69.66957605985037,111.85682326621925,Moderate,29.48660541677751,Normal,,,,,,
PIPE-004,2042-12-26,HDPE,API 5L X42,1000,26.09,2500,23,2.64,10.12,Moderate,0.11478260869565218,23.45,136.10946969696968,89.88118052893829,106.60980810234543,Low,12.685266562397857,Normal,,,,,,
PIPE-003,2030-12-29,PVC,API 5L X52,200,8.99,300,11,8.47,94.22,Critical,0.77,0.5199999999999996,0.0,5.784204671857615,576.9230769230774,Moderate,75.6759488320356,Critical,,,,,,
PIPE-002,2031-12-29,Stainless Steel,API 5L X42,200,10.29,300,12,2.59,25.17,Moderate,0.21583333333333332,7.699999999999999,21.37297297297297,74.82993197278911,38.961038961038966,Low,13.889928262213976,Normal,,,,,,
PIPE-001,2020-12-31,Carbon Steel,ASTM A106 Grade B,1200,31.05,1500,1,1.23,3.96,Normal,1.23,29.82,16.670731707317074,96.03864734299516,50.30181086519114,Moderate,20.788242271823467,Normal,,,,,,
PIPE-004,2032-12-28,HDPE,API 5L X52,500,18.1,2500,13,1.45,8.01,Normal,0.11153846153846153,16.650000000000002,100.5931034482759,91.9889502762431,150.15015015015013,Low,15.1804083075851,Normal,,,,,,
PIPE-004,2026-12-30,HDPE,ASTM A333 Grade 6,50,4.77,150,7,7.41,155.35,Critical,1.0585714285714285,-2.6400000000000006,0.0,-55.34591194968556,-56.818181818181806,Moderate,80.69582863677205,Critical,,,,,,
PIPE-005,2035-12-28,Fiberglass,ASTM A333 Grade 6,1500,42.64,300,16,7.63,17.89,Critical,0.476875,35.01,46.59082568807339,82.10600375234522,8.56898029134533,Low,11.673922583764595,Normal,,,,,,
PIPE-002,2025-12-30,Stainless Steel,ASTM A106 Grade B,600,10.33,600,6,2.37,22.94,Moderate,0.395,7.96,12.306329113924052,77.05711519845111,75.37688442211055,Low,25.32665841812146,Normal,,,,,,
PIPE-001,2024-12-30,Carbon Steel,API 5L X52,300,14.32,600,5,8.2,57.26,Critical,1.64,6.120000000000001,1.11219512195122,42.73743016759777,98.03921568627449,High,62.68238851261992,Moderate,,,,,,
PIPE-004,2029-12-29,HDPE,API 5L X52,800,30.66,600,10,1.45,4.73,Normal,0.145,29.21,138.01379310344828,95.27071102413568,20.540910647038686,Low,4.645890542493982,Normal,,,,,,
PIPE-001,2027-12-30,Carbon Steel,API 5L X52,150,6.98,300,8,4.03,57.74,Moderate,0.50375,2.95,1.6992555831265514,42.26361031518625,101.69491525423729,Moderate,51.173460482144684,Moderate,,,,,,
PIPE-003,2038-12-27,PVC,ASTM A106 Grade B,600,12.2,300,19,2.18,17.87,Moderate,0.11473684210526316,10.02,55.43119266055045,82.1311475409836,29.940119760479043,Low,9.647090517842658,Normal,,,,,,
PIPE-005,2031-12-29,Fiberglass,ASTM A333 Grade 6,500,23.91,300,12,5.67,23.71,Critical,0.4725,18.240000000000002,23.422222222222228,76.28607277289838,16.44736842105263,Low,14.258034438354352,Normal,,,,,,
PIPE-003,2038-12-27,PVC,API 5L X42,1200,32.57,300,19,6.7,20.57,Critical,0.3526315789473684,25.87,45.65388059701494,79.42892232115443,11.596443757247776,Low,11.59581849097866,Normal,,,,,,
PIPE-003,2021-12-31,PVC,API 5L X42,1000,24.79,600,2,6.86,27.67,Critical,3.43,17.93,3.059183673469388,72.32755143202905,33.46346904629113,High,59.13568864699518,Moderate,,,,,,
PIPE-002,2040-12-26,Stainless Steel,ASTM A333 Grade 6,250,10.21,600,21,4.53,44.37,Moderate,0.21571428571428572,5.680000000000001,12.1317880794702,55.63173359451519,105.6338028169014,Low,33.47695659031147,Normal,,,,,,
PIPE-005,2026-12-30,Fiberglass,API 5L X65,800,14.17,150,7,3.33,23.5,Moderate,0.4757142857142857,10.84,13.850750750750752,76.49964714184898,13.837638376383763,Low,20.16930319915864,Normal,,,,,,
PIPE-003,2024-12-30,PVC,API 5L X52,800,21.79,2500,5,7.24,33.23,Critical,1.448,14.549999999999999,5.533839779005524,66.77374942634235,171.8213058419244,Moderate,53.46232080255322,Moderate,,,,,,
PIPE-002,2026-12-30,Stainless Steel,API 5L X52,100,7.29,150,7,7.32,100.41,Critical,1.0457142857142858,-0.03000000000000025,0.0,-0.41152263374485937,-4999.999999999958,Moderate,-309.3989764844178,Normal,,,,,,
PIPE-003,2033-12-28,PVC,API 5L X52,150,9.03,300,14,6.02,66.67,Critical,0.43,3.01,0.7000000000000004,33.33333333333333,99.66777408637874,Low,54.40874972314508,Moderate,,,,,,
PIPE-004,2043-12-26,HDPE,ASTM A106 Grade B,200,9.41,150,24,6.06,64.4,Critical,0.2525,3.3500000000000005,2.0871287128712894,35.60042507970245,44.77611940298507,Low,46.33597397242698,Moderate,,,,,,
